ID,Text,Sub-task A,Sub-task B,Label
C7.2559.3,"Pratik bhai ne kabir Singh ke kandhe per bandook rakh ke apni dil ki bhadass
nikal li feminist aur Liberals ke prati🤪🤣",CAG,NGEN,1
C4.65,Phaaaaaad diyyyaaaaa puraa👌🔥🔥,CAG,NGEN,1
C4.1580,India ke youth ko Bollywood ne hi bigada h,CAG,NGEN,1
C7.127,"light nahi hai.  
is kay liye bhi nehru ko zimmedaar thehra do",CAG,NGEN,1
C7.1348,"अरे यार प्रतीक तुम क्या बात बात पर वो web series को बीच में लाते हो।  
वो 0तीये लिबरल को कोई पसंद भी नही करता।  
आप भाई आप बहुत ही best movie review के वीडियो करते हो पर वो 0तीओ को बीच में
लाकर मजा खराब करते हो।",CAG,NGEN,1
C7.132,"In feminist ke reviews Ko dekh kar sochta hu Thanos ne kuch galat nai Kiya tha
adhe logo Ko dust karke sare nai Lekin kuch to Kam hue the",CAG,NGEN,1
C19.73,"या सौरभ जी अपने अहंकार के कारण इससे review करवाते हो क्या। हमारा टाइम क्यों
खराब करवाते हो।",CAG,NGEN,1
C7.479,Feminists logo ko pyaar chhod k sab kuch dikhta hai. 😂😂😂,CAG,NGEN,1
C19.56,Bahut hi jaada bakwas review diya yaar,CAG,NGEN,1
C36.996.1,"Gay hain iska matlab sex krne aaye ???  
Kuch bhi bhai bolne se pehle soch liya karo 🙏",CAG,NGEN,1
C21.51.2,"Chinta mat kariye... Ek quarter se itna Desh me dar failane ki jarurat nahi
hai !  
Pichhle lagatar 6 salon se duniya ki sabhi badi sansthao ne aur world bank ne
Bharat ki Arth Vyavastha Ko Sabse teji Badhne vala kaha hai !  
Aur Bharat duniya ki 6th Sabse badi Arth Vyavastha ban Gaya hai !  
Lekin fir bhi Desh Ko Vikas ki nayi unchaiyon par pahunchane vale Lokpriya
Pradhanmantri Modiji ke prati Aapke andar jo Nafrat Bhari huyi hai use yaha
dikhane ke liye Dhanyawad 🙏",CAG,NGEN,1
C9.21,"Bhai kisiko kuch samjh aaye to mujhe v samjha dena. Ye banda kya gol gol baten
kr k mera 4 min kharab kr gaya. Hmm 😒",CAG,NGEN,1
C7.2583.4,"@ak 98 ab in Feminists logo ki koi nahi sunraha......😂😂😂😂.... ab bas ye bhokti
rahengi ......😂😂😂😂😂",CAG,NGEN,1
C4.446,"Bohot der bakta hain yaar tu..warna achcha hi lgta video..itni der kaun
dekhega",CAG,NGEN,1
C36.1074.2,Agar itna weak mind he un jawano ka to unhe army me nahi hona chahiye,CAG,NGEN,1
C7.1776,"Don't listen to Prateek  
Bekar mentality h",CAG,NGEN,1
C25.520.4,"@vikash kumar too bhi apni jhothi bahen kp support kar raha hOAG. Tabhi tujhe
mirchi lagi.",CAG,NGEN,1
C9.136,"Katua, communist aur congress  
Se hindu hindustan ko khatra hai",CAG,NGEN,1
C43.102,lagta ha India ma sare hi gay hain,CAG,NGEN,1
C19.165.5,"@prashant kumar somesh <https://youtu.be/4Ux9XFyouA8>  
Iske sath aur proof chahiye toh btadena  
And mujhe sikhane ki jarurat nahi ki Kashmir army par Kya ho RHA hai kyuki
Mera cousin bro indian army mein hai and uski posting kashmir mein he hai 😇",CAG,NGEN,1
C4.1527,"99 dislike ?? Yeeh log kabir Singh ki tattikhayali song sun rahe honge 😁But
sir aapne kah ke le li kabir Singh ki.... ..😂😂😂😂 😂🤣😂",CAG,NGEN,1
C4.1824,100 country ka garbage ek hoga to ek bollywood namak cancer peda hoga..... 😑,CAG,NGEN,1
C10.115,"35 minute ke bad ka video dekho kaise ye chutiya 2018 ko 2010-2011 me ghusa
diya",CAG,NGEN,1
C9.151,"सौरभ जी कल बैंक मैनेजर का फोन आया कि आपको अपनी केवाईसी पूरी करनी है बताइए मैं
क्या करूं  
नंबर 1 अपने सारे कागजात बैंक मैनेजर पास ले जाकर केवाईसी पूरी करू  
नंबर 2 धरने पर बैठे  
नंबर 3 हिंसा करूं  
नंबर 4 इनमें से कुछ नहीं  
उत्तर जरुर दीजिएगा इसका n.r.c. से कोई लेना देना नहीं है।  
जब सरकार से कोई सब्सिडी लेनी हूं तो कोई भी कागज कैसा भी खा कर हम लेकर आ जाते
हैं कमाल है लेकिन जब सरकार सीधे मांगती है तो हम आंदोलन करते हैं",CAG,NGEN,1
C23.21,"Bhai mai toh dusro ka review nai dekhta hun bt tumne mere liye toh indirectly
spoil kr diya naa😠😠😠",CAG,NGEN,1
C7.1068.1,"Ji you are welcome.. agyanta ke pradarshan ka shree ganesha waise aapne kiya
hain. Aur apke bhakta waisebhi achhe se follow kar parahehai. So aapkohi
badhaiyaa!!",CAG,NGEN,1
C7.715,"Bhai tje puri film dekhne ki jarurt h... Or btw nice T-shirt 🤣or jese teri
soch h koi stri ni milne ki🤣",CAG,NGEN,1
C9.79,"ये मुल्ले अभी कम है,इसलिए शांति से PROTEST कर रहे है,नही तो मुल्लो ने देश के
दुबारा टुकड़े करने में एक सेकंड नही लेता।देशद्रोही मुल्ला",CAG,NGEN,1
C10.1239,"Iss Arundhati Roy ki face dekho Peshawar ke Hiramandi ke mujhrewali jaise
dikhti hai 😀😀😀",CAG,NGEN,1
C20.241,"Section 375 made by men wow kya baised Comment kiya tune , ye bhi jaan le
zyadater female oriented movies banane wale men hi h samjhi",CAG,NGEN,1
C7.2282,Bhai Ye toxic masculinity apne waha aa gaya? He bhagwan.,CAG,NGEN,1
C26.173,Jootay case ka mu tode jawab sahi ki ya,CAG,NGEN,1
C36.772,"Hmlog israel or japan bana tho chate hain par dimag se abi v islamic countries
ke aas paas hi hai so enjoy kro hmlog v pakistan or afganistan se jyada dour
nahi hain kyonki jbtk dimag se liberal nahi baan sakte tbtk hmlog tisri duniya
ka desh hi rahenge...",CAG,NGEN,1
C26.226.3,"RRaman Singh in chutiya hai tu..in kaminio ki koi saza vi nhi hota hai false
case darz krwane se to log aur kya kr skte hai .",CAG,NGEN,1
C7.70,Mudde pr aa jaye kre yrr bakwas ki jrurat nhi,CAG,NGEN,1
C32.38,"YEH GALAT H GAYS KO BURA DIKHATE HO BURA BOLTE HO ...HAM BHI INSAAN H HME BHI
JEENE KA HAQ H",CAG,NGEN,1
C10.354,बजा देंगें ठोक देंगे ये है इस महान journalist का भाषा चीख चीख बोलता है !,CAG,NGEN,1
C26.106,"Bahut sahi kiya aap na.aap ho asli hero.or dalo jhuti report.maar dena chahiyu
jo jhuti report dalta ha.",CAG,NGEN,1
C4.819,"Jo log yaha pe comments kr rahe hai sub kai sub sale 2-2 baar movie dekhe
honge......",CAG,NGEN,1
C7.1527,"sir aap plz feminism ke karan tension nahi lijiye.....feminism jis rahh pe
chal rahi hai....wo apna kabr khud khod rahi hai...ager mere nazariye se dekhe
to jald hi feminism ko counter kerne ke liye phir nayi thought
aayegi......bicharo ki hi to ye ladai hai....",CAG,NGEN,1
C9.85,"Jo aadmi aadhar card k liye supreme Court chla gya vo aaj CAA aur NRC la rha h
jisse logo ko desh se bhi nikala ja skta h jbki aadar card se koi desh se
nikala bhi nhi ja rha tha vo aaj NRC jesi chijo pr desh ki jnta ko chup rhne
ko bol rha wao.. Jb k virodh kre re ye aadmi hmare vishwas se khel rha..",CAG,NGEN,1
C36.622,ये army chief bahot jyada controversial byan dete hai,CAG,NGEN,1
C36.703,"काम पहचान होना चाहिए ना कि लिंग निर्धारण पर पहले क्षत्रीय था अब सब है लड़की हो
या हिजरा या",CAG,NGEN,1
C7.1450,"Sir apke background mai modi ji ka photo lagate kyu nahi modi ji toh bhagwan
hai woh toh musalmano ko marne ke lye aya hai mere dost nai btaya tha ki yeh
channel bjp support karta hain lakin apke pisse photo kyu nahi hain I
unsubscribe u sir😢",CAG,NGEN,1
C38.557.2,"Really auto wale ke pass hi sahi knowledge h aur sab padhe like hote hue bhi
gawanro jaise h",CAG,NGEN,1
C4.1984.1,"@vikram m chutiya aur pagal ko har baat me majaa aata h khud kuch kar nahi
paate to baat ko majak bana dete h",CAG,NGEN,1
C25.512.1,"Uncle gi , Court mai jaakar ghar kisko chalana hai inko toh paisa kmana hai .
mere saath bhi ho chuka hai",CAG,NGEN,1
C4.1346,Gaanja kam fooka kariye tab sab sahi hi bolenge 😂😂,CAG,NGEN,1
C19.100,"सौरभ द्विवेदी साहब ये लड़का तुम्हारा कोइ रिस्तेदार है क्या... जो इसको फ़ोकट में
नौकरी पे रखा है फ़िल्म की कहानी बताने के लिये ताकि लोग इसका रिव्यु सुन के फ़िल्म
ही ना देखने जाए",CAG,NGEN,1
C36.1037.1,"Pak army tery zahn PR sawar hogye by. Bhool ja Bhai. Yh apki fouj k gays ki
bat horhy by. Haha",CAG,NGEN,1
C10.1265,I know Desh Ke Dushman,CAG,NGEN,1
C7.545,"Sahi kaha bhai veere do wedding Ko bada support Kia tha ab Wahi Shahid Kar
Raha hai to ab jal Rahi hai",CAG,NGEN,1
C7.2366,"Bhai is movie kaa naam Kabir Sing k jagah vishesh logo k naam PE hota to ye
kuchhh nahi bolte bilkul bhi nahi bolte...muh me dahi jaam jata",CAG,NGEN,1
