ID,Text,Sub-task A,Sub-task B,Label
C20.269,Pa pae pae pae... Band karo yaar. Kya bKwS review karti ho..,CAG,NGEN,1
C38.479,"Zyadatar jahilon se pucha  
Wo jahil jo english bolte hain",CAG,NGEN,1
C10.780,"Ee loundi uski adress and name galthi leki poora benefit lia hy kya chutya
loundi hy yar na padi iski galthime galthise galath name and address galthy
diye tho appki features me passport visa dusra higher education me panga padea",CAG,NGEN,1
C33.226,"सही बोलै जाता गांव से ज्यादा शहर के पढ़े लिखे लोग ज्यादा गवार होते जो जितना
पढ़ा लिखा उतना बेकूफ़ बस घमण्ड पढ़े लिखे पर दीमक घंटा रहता यही सचाइये है मानो
यह नही मानो  
इंडिया को जापान बनना के सपना ।🤓🤓 ऐसे पूरा होगा घुस बाजी कम नही हो रही और
इंडिया को जापान बनना के सपना देख रहे मीडिया बिकाऊ कुछ अच्छा दिखती नही लोग कुछ
अच्छा करने के सोचते नही सब सरकार करेगी और सबको सरकारी नोकरी चिये काम नही करना
छटा बैठा के पैसा लेने के चलते सरकारी जॉब पीछे भागते",CAG,NGEN,1
C7.1175,"Hindi sensor board walon k b kya kehne.. Ma behen k galiyo ko th mute krdiya..
But f*ck jese words ko ni kya.. It is so cool na",CAG,NGEN,1
C7.1162,Pls yaar movie ka review do bhashan mat do,CAG,NGEN,1
C9.68,"दोनों गुंडे रंगा बिल्ला से भी ज़्यादा दमनकारी हैं , शांतिपूर्ण प्रदर्शन भी इन
गुंडों को बर्दाश्त नही होरहा हैं , उत्तरप्रदेश में महागुण्डाराज चल रहा हैं😠",CAG,NGEN,1
C9.163,"modi and shah is ranga billa because of there wrong policy so many innocent
died. kapil mishra bjp leader said how modi abuse girl while he was CM of
gujrat. in gujrat riot nation who was responsible…..",CAG,NGEN,1
C4.324,Bhai tu english me hi puri conversation kr le..,CAG,NGEN,1
C33.320,"Normal boys ka kya kOAG bhai  
Ab 😢😢😢😢😢😢",CAG,NGEN,1
C26.300.1,"Bilkul thik kiya hai husband na  
Usne to apne ma bap ko kho dia  
Jhutha case k [lia.to](http://lia.to/) USA kya apne sasural walo ka arti
utarna chahiya tha.lakin bari afsos hai ki larki zinda rah gai.lakin ab larki
vi dakhagi ki ma bap agar aisa Marta hai to kaisa lagta hai.",CAG,NGEN,1
C26.307,"Aur karo jhuthe 498a ke case. Ab le lo paise, black mail karte rahe honge
paise ke liye, abb upar wala bhi inhe achi jgah nhi rakhega",CAG,NGEN,1
C19.109,"Bhai tum Review na kiya karo please ..... Lallantop team i request please
Mubarak sir se hi review karaya kare ... Request",CAG,NGEN,1
C36.1130.2,"@Crazy Boy mere paaarivar ne kya Samjaya ye to kahna ashaan hain khud
gay,lesbian jaise Ko support karna ye maa baap ne sanshkar diya hain.maine
kuch galat nahi kaha ye sabh dakhiya Nishi bhate hain.modern hone ka ye MATLAB
nahi hain ki Apne ashtitiv kho fho",CAG,NGEN,1
C9.192,Haan humara sarkaar me koi vishwas nahi hai! Sarkaar chor hai,CAG,NGEN,1
C10.464,"अर्नब नक्सलियों पागल हो गए है ।ये तभि देश को जला रहे है ।इनके बिलो में घुला भर
दिया है मोदी जी ने इसलिए ये रोड पे उत्तर गए है व।इन नक्सलियों का समाज बहिस्कार
करे",CAG,NGEN,1
C21.286,"भारत में जब तक सिनेमा है तब तक भारतीय लोग चूतिया बनते ही रहेंगे।  
आप मानें या ना मानें लेकिन यह फ़िल्म 100-200 करोड़ नहीं कमा पायेगी और दबंग जैसी
चूतिया फिल्में 500 करोड़ कमाएंगी।  
सब चाहतें हैं कि भारतीय सिनेमा की तस्वीर बदले। लेकिन उसके लिये प्रयत्न कोई
नहीं करेगा। सब मोदी जी पे ही छोड़ दिया हुआ है भारतीयों ने।  
बड़ी विडंबना है यह हमारे देश की।  
खैर मैं तो इस फ़िल्म का बहुत दिनों से इन्तेज़ार कर रहा था और आज आखिरकार देखूंगा
ज़रूर।  
जय हिंद।  
वन्दे मातरम।",CAG,NGEN,1
C4.1273,4 kodi ki chije hai ladkiyu ke parti😂😂😂😂,CAG,NGEN,1
C26.227,"indian kanoon ka bhagwaan hai jhoothi ladies !!!!!! ha ha ha ha ha !!!!!kiuk
jo vo krti hain sab sahi hai !!!!!!!!!! doob k mar jao ,jo innocents ko jail
mein daalte hain !!!",CAG,NGEN,1
C4.872.5,@rahat ahmed kabhi relationship me enter karo...tav pata chalega,CAG,NGEN,1
C26.264.1,"@Pratik Tembhekar ... Aise ghatiya law system hamara India Jo Khali ladkiyo ki
liye bani Hain. Mardo ke liye koi law nahi. He was suffering aur Kya Kar sakta
tha iske siva",CAG,NGEN,1
C10.418,India mai chutiyap karne se.....bhut payada hy .... Aur e sab uska example hy,CAG,NGEN,1
C20.318.2,"Yeah film companion wale sirf negativity hi felate hai jo movie achi hai dekh
ne lyk hai use recommendation nahi karenge",CAG,NGEN,1
C7.2391,Bhai liberals ki marne ke chakkar me tumne kitne spoilers de diye,CAG,NGEN,1
C20.113.1,"@Inocent Hydrogen Haan to Maine kab kaha, aurten purush ka dhyan nahi rakhti.
Main to ye keh hi raha hoon ki samaj me mahila aur purush ki saman bhagidaari
hai. Lekin ye tum ho jo keh rahi ho ki mujhe kisi purush ki jaroort nahi hai
may be including your father.Main to khud ke liye saman rup se credit deta
hoon maa aur pita dono ko.  
Maine kab kaha ki rapist ko ya kisi galat aadmi ko saja nahi milni chahiye.
Use to kari se kari saja milni chaiye. Uske liye to kitne men fight ladte
hain. Maine to tumhe naam bhi bataya.  
Arunachal murugnathm, Harish sadni, sakti vahini, srk, Akshay these all men
fight for women and speak for women.  
Main bhi yahi keh raha hoon mahilaaon pe atyachar aur balatkaar par band hone
chahiye. Uske liye purush aaj mahilaaon se bhi jyada lad rahe hain.  
Lekin harek sikke ke do pehlu hote hain. Ab mahilaaon ke sath purush ke sath
jo galat ho raha hai uska kya. False rape case, false dowry case me ladko ke
sath itna atyachar hota hai uska kya, ladko ki job chali jati hai, samaj use
hamesha galat najar se dektha hai uska kya, kai log to is chakkar me suicide
tak kar lete hain behen uska kya.  
Is tarah ki mahilaaon ke sath aapke hisaab se kuch nahi hona chahiye taki ye
phir se aisa kar sake.  
Samaj me mahila aur purush dono samman ke hakdaar hain. Lekin purush ki bejjti
kana logo ke liye pride ki baat hoti hai. Aisa sirf ladkiyan hi nahi karti
ladke bhi dusre ladke ke sath karte hain.  
Are you serious jo tum ye keh rahi ho ki section 375 movie samaj me hatred
phaila raha hai. Kyon ye male perspective ko dikta hai. Ye to yahi baat hui ki
main bolun ki Pink movie samaj me hatred phaila raha hai. Kisi men ne pink
movie ke bare me aisa nahi bola par tumhe section 375 hatred failane wali
movie lagati hai. Wow madam. Mujhe to dono movie equal scale pe achhi lagi
kyonki dono movie me dikhayi gayi baatein aaj ke samaj ke hissa hai. Par tum
nahi samjhogi kyonki tum har chiz ko sirf aur sirf feminist ke chasme se dekti
ho.  
Rahi baat border ki to border ki jarurat sabko padti hai. Taki koi parosi
hamare ijajat ke bina andar na aa sake. Isme mahila aur purush ki koi baat
nahi hai. Aur apne hak ki ladaai ladna koi ashaanti phailana nahi hai. Kya
Rani lakshmi bai ne apne hak ki ladai nahi ladi thi. Hum sabhi purush aur
mahila unko respect karte hain. Yahi chiz Army bhi border par karti hai. Par
mujhe pata hai koi bhi feminist army ki respect nahi karti. It's ok.  
Aur antim baat se main thoda sa sehmat hoon ki aurton ki banayi duniya me
shanti hoti. May be hoti.  
Lekin is ashanti me sirf mahila hi nahi purushon ne mahilaaon ke liye atyachar
jhela hai.  
Good bye-sister.All the best for your future.",CAG,NGEN,1
C19.165.2,"@Koshal Sharma itna knowledge wah whatsapp University ki degree gher me lga ke
rakhe ho lgta..",CAG,NGEN,1
C4.594,"Sanju movie mai jo ranbir ne sonam ke gale mai wo toilet seat daal dia tha
..tab koi kuch nahi bolla sab kabir singh ke pocke kyu pade hai ......sab
jalte hai shahid se pata sabko agar shahid form mai aa gya na to ranbir ranvir
ki dukaan band ho jayegi..",CAG,NGEN,1
C9.51,"Rajdeep desai sir andheti roy jab aisa prachar kar sakti hai to fir muslim bhi
pakistan jindabad ke nare lga sakte hai",CAG,NGEN,1
C38.242,Kya jamana aa gaya,CAG,NGEN,1
C38.504,auto wale bhaiya ko uss mar do wale kamine se v zyada dimag hai,CAG,NGEN,1
C9.199,रंगा बिल्ला मुर्दाबाद,CAG,NGEN,1
C36.654,"Gays bhi hai or lesbians bhi hai army me unka bs attraction same gender ki
taraf hota baki wo normal human jaise hi hote hai unke bhi 2hath,
2Aankhe,1brain,2legs, 2lungs, liver,1 heart,1head,hairs,1nose,10fingers in
both hand, padhne likhne ki capacity utni hi hoti hai itni heterosexual person
ki hai.. fir ye bhedbhav kyo",CAG,NGEN,1
C4.2085,"Hindustan me jab tak Cinema hai, Log Chutiye bnte rhege....",CAG,NGEN,1
C7.844,"Bhai dusro ki kami barabar deekhti hai lekin apni nahi. Jo sach hai wo to sach
hi hai.tum bhi ek kattar hindu ho lekin tumbhi nahi maante.",CAG,NGEN,1
C7.684,"Are bhai ! Ye log bak dete par comment dekho to gali hi khate hai ...kabeer
singh Rock's,,,😊😊😊👍👍👍👍👍👍👌",CAG,NGEN,1
C7.382,Veere di weeding bhi yahi fake femenism ka biproduct hai..,CAG,NGEN,1
C10.1382,"Arnab ji debate mein bulane se pehele panalist ka IQ check kiya kariye
please..",CAG,NGEN,1
C7.2193,"Matlab tum Luka chuppi ke ek dialog par offend ho sakte ho aur ek dialogue ke
peeche Puri film ko ghatiya bata sakte ho par feminist ek film par offend Nahi
ho sakte,vah re hypocrisy. Tumhare liye toh liberals, left wing, feminist Sab
galat, sab fake bas right wingers Sahi. Khair right wing Ka toh matlab hi hota
hai ki bas hum Sahi baaki sab galat",CAG,NGEN,1
C7.225,"Abe flim review de na...baki bad,badd kay chaliyee..",CAG,NGEN,1
C19.112,"Ye review ki maa behen kar deta h bhai tu na diya kar review. Tera review
torture lagta h. Mubarak ko hi rehne do iske liye",CAG,NGEN,1
C19.49,"yaar tum bahut bekar review deto ho...wo Mubarak bhai kha hai..gajaab review
nolta haiii..",CAG,NGEN,1
C33.197,Bandi badlo bhai pura Mazza kharab ho Gaya over acting k chakkar me...,CAG,NGEN,1
C7.651,"Comment karne se pehle thoda to parai karlijiye. Viswa ka itihas to chhoro
thora apna puran, mandir ke itihas porlo. Film review karte ho, wohi dhang se
karo, moral values k lecture tumhare muh pe sahi nehi baithta. Apka t shirt
khud apke bicharo pe jorka tamacha lagata hai",CAG,NGEN,1
C36.977,"It's a ri8 decision by Army Chief....  
Agr army me homosexual ko rakha jayega to wo to army me bhi apna relation kisi
k sth build up kr skte h.. Or Aisa hoga to wo desh ki Raksha pe kam or ek
dusre ko bachane pe jyada Dhyan denge",CAG,NGEN,1
C9.294,"Roj koi na koi topics uthhate hai but koi good topics nhi hota . abhi bihar
daroga ka paper leak huaa jra sa aaplogo bhanak nhi pari. or kabi Mumbai jate
hai kabhi kolhapur.",CAG,NGEN,1
C7.1207,"Koi Suchitra Tyagi ka review dekho iske bad tumhe review Naam me word se bhi
nafrat hogi",CAG,NGEN,1
C33.297.1,"acha to chori krna murder krna aur bacho k sath sexual assaults bhi god gifted
feeling hoti hai kya inhe bhi valid krwa doge tum log to god gifted feeling k
name par",CAG,NGEN,1
C9.196,"आज से तुम दोनों को नहीं देखूंगा•••  
शेमफूल ।  
हिन्दू धर्म के लिए भारतवर्ष के अलावा कहीं और स्थान नहीं है ।",CAG,NGEN,1
C4.630,"Meri mmy bahut km tv dekhti h pr ek baar jb unhone tv me ek item song dekha to
unhone puchha ki ye kon si movie h main bola comedy film h director
priyadarshan h jo comedy king h. Fir mmy ka reply aya pehle jb kothe wale
story pr filme ati thi tb item song hota tha ab comedy film m b aane lga. Aage
to mmy n kuch ni bola pr mere dimag m khud ye sb baate ae ki purane kothe wali
filmo m b item band kmre m mujra hota tha pure kpde pehne. Ab club m ldkiya
chaddi bra pehen a jati h.. ye kya h be. Or bhai ne sahi kaha ab to deshbhakti
filmo m b item song k liye jagah bna hi lete h iske liye sahara liya jata h ki
villain to club m hi milega to whi chalo fir a gya club wala 1 nanga song.",CAG,NGEN,1
C7.164,"Tu bhi bhara hua hai bhai....faltu baat pe to tune bhi video bana di....saka
apna najariya hota hai kisi chij ko dekhne ka...dusre ko gakat thehrahne m
apna time waste kar rha hai",CAG,NGEN,1
C10.1067,आज कल दल्ला न्यूज़ बोल रहा,CAG,NGEN,1
C7.1031,"Film to acchi nai hai dost...ye logo ko ya bacho ko bigad degi... Suruwaat ki
baate galat h .. agar apki hi beti ho ar aise larke k sath sadi kerwa doge.?",CAG,NGEN,1
C26.161,"ऐसी औरतों के मां बाप और भाई बहन भी बहोत लालची होते हैं उनको भी जल्द ही उपरत
पहुंचाने जरूरी है",CAG,NGEN,1
C9.47,"इस लिए इनको arban naxal बोलते हैं। हर अछे काम में आग लगाना इनके खून में होता
है। आप समझ सकते हैं, दूसरे के मुख से निकले शब्द ये लोग घुमा फिरा कर अपने
favour मे करके बोलते हैं। तो एक लेखिका जिसके लाखों folover हों तो उसने जो भी
बोला है ओ उसके अपने खुद के विचार हैं जो वे दुनिया में सब को बताना चाहते हैं।",CAG,NGEN,1
C38.675,"aisa hai ki jo log homosexuality ko accept nahi karte ya ise buri nazar se
dekhte hai wo log kabhi pyar ko samajh hi nahi sakte. unke khud k life me pyar
ki kami hai . i feel pity for them.",CAG,NGEN,1
C10.269,"Arundhati Roy Ko imran Khan se shaadi karleni chahiye agar isakartihai tho
duniyamai inki badanaam hoojaigi",CAG,NGEN,1
C7.1672,"Bhai app pagal hai Kya chup chap movie ka review karona faltu ka time wast q
karte ho",CAG,NGEN,1
C4.1633.1,"Ha, wohi ladki k liye kaat dalunga maar dalunga wala concept, jaise woh ek hi
ladki hai duniya me",CAG,NGEN,1
C7.2532,"Pratik bhai Abhi to aur jalegi hypocrites aur Liberals ki jab bharat ki team
Bhagva color ki T-Shirts pehen kar maidaan me utregi. !  
  
Jahi Hind",CAG,NGEN,1
C7.1716,"Bhai leftist aur lebrals ko itni ahmiyat mat do..Puri duniya inko nakar chuki
hai.. India me v sirf jnu aur Kerala tak me simat kar rah gaye hai..jay hind
🇮🇳🇮🇳🇮🇳🇮🇳",CAG,NGEN,1
C4.225,"Bhai agar itne cathchy ho tum log to kabir singh ki perfection adapt kro
na....agr uski gndi adaton ko tum apni adatein bnake khudko cool smjhre ho to
chutiye ho tum...psnd aaya kabir singh?...doctor bno na...apni feild me
perfection hasil kro kisne roka🤷‍♂",CAG,NGEN,1
C38.91,"Homosexuality ko except karna modernisation ni h balki cosmopolitan banna h
(open minded hona) hai  
Samje!!",CAG,NGEN,1
C10.509,मोमता छी छी छी छी अंधिजूति रॉय छी छी छी छी,CAG,NGEN,1
C36.1054.1,Kyu be tu fir pakistaniyo ki mare ga kya unko udher bhejke😎😎😎,CAG,NGEN,1
C10.779,Madme this is modis India don't dare,CAG,NGEN,1
C9.229,"सुनो राजदीप बाबू बोलने का अधिकार सब को है चलो मान लेते है  
मगर यही अधिकार से जब कांग्रेस ,गांधी ओर बामपंथी के लिए बोला जाता है तब आपको
मिर्ची क्यो लगती है",CAG,NGEN,1
C19.14,"Ekdum bura presentation skill....bro thoda maturity laao and baate thoda
damdari se kaho",CAG,NGEN,1
C36.1016.3,"Gandu logo ko police me job dena chahiye Army me nhi . General sahi keh rahe
he",CAG,NGEN,1
C38.672,Bilkul hi Bella Giri hai koi aur Kaam Nahi hai chutiya log,CAG,NGEN,1
C9.236,"Ranga Billa se bhi kharab hai ye feku aur Tadipaar...ye ranga bulla Ka bhi
apmaan hai..",CAG,NGEN,1
C7.88,"Toh theek hai, shaadi ke baad se aap apni wife ke liye karwa chauth ka vrat
rkhna , poore din bhookhe pyase rehkar job pr jaana yaan fir ghar ka kaam krna
aasan nhi hai .  
Socho boys karwa chauth ka vrat kyun nhi rkhte.?",CAG,NGEN,1
C4.350,Bhai dil ki cheezon mein dimag laga raha hai.,CAG,NGEN,1
C36.993.4,@Vidhi Chaudhary aap apni bakhwas comment yaha mat dhalo,CAG,NGEN,1
C4.893,"Bollywood to kabar gobar hi banata hai,",CAG,NGEN,1
C4.165,"bhai mere zone me hi kuch ladke hain jo kabir singh ko bhot tagda follow krte
h sale Poori poori botal pee jate h 19 ki age me cigarettes bhi 1-1 poori
dibbi",CAG,NGEN,1
C9.49,राजदीप अरुंधती राँय रंगा बिल्ला का नाम देके मुसलमानोंको क्या बनाना चाहती है?,CAG,NGEN,1
C4.1586,Preeti jaisa ladkiyon ka koye self respect nahi hain.,CAG,NGEN,1
C7.148,"Is film kya family ke sath dek sakteho! Ap kon si level ki critic ho pata
lggaya, ap educational movies me flaws dekte he, or kabir singh type movie me
no flaws, bha kya uttam bichar hain apka. Jyo mere lal",CAG,NGEN,1
C38.332,Yr itni gndi soch h india ki...,CAG,NGEN,1
C21.51,अंधभक्त अब इकनोमिक स्लोडाउन पर वीडियो बनाने की हिम्मत नही है क्या?,CAG,NGEN,1
C9.319.1,"Reet Kaur Subscribe Channel, Madam woh itihaas ban chuka hai par aaj ke ranga
billa jo kar rahe hain uske baare mein mooh kholo aur sach ko accept karo ki
[#RangaBillaAmitModi](http://www.youtube.com/results?search_query=%23RangaBillaAmitModi)
bhi mujrim hai bekasooron ka khoon bahane mein.",CAG,NGEN,1
C19.84,"आपको रिव्यू करना नहीं आता है सर,आप हर चीज को घोल मोल कर दिए । आगे से मैं आपका
रिव्यू नहीं देखूंगा।।माफ करना",CAG,NGEN,1
C21.33,"faltu movie hain khali Bollywood walo ne kya kiya mee too ke moment ke against
main defend main movie banaya hain in logo or mostly marathi logo ko be ijhat
kiya hain is movie main director ne. woh ladki ko marathi dikhaya hain or
police marathi dikha ke woh uska kam kaise galat karata hain ye fikhaya hain
movie marathi logo ke bare main mostly buraiya dikhayi hain is movie main",CAG,NGEN,1
C20.113,"Idk if ish movie mein rape hua tha ya nahin . But what I think is, police
nahin ekk indeed goon centre hona chahiye..jisne rape Kiya uske saath same
Karne k paise do or lo apna real revenge.  
(Agar rape k baad ladki zinda hai toh .agr nahin toh baki ka bhagwaam pe chod
do..😂😂😂😂🤣🤣)",CAG,NGEN,1
C19.39,"Movie ka review to jo hai wo to alag hai  
Pehle to iss mahashay ka review krna zaroori  
  
  
Ab ye mat kehna tu karta hai isse accha  
  
  
Agar kahoge to usse pehle tum hi koi movie bana kar dekh lo",CAG,NGEN,1
C26.66,"Bahut achha jahangir bhai  
Ye kanoon wale zhute mukadame dalte hai, police bhi bikau hai aur vakilon ka
to puchho mat.",CAG,NGEN,1
C7.2107,"Yeh log hamare Bharatiya Sanskriti ka Nash karenge. I agree with you Pratik
sir",CAG,NGEN,1
C7.2021,"Gully Boy me jab Alia Bhatt ki character ek ladki se jealous hokar uspar humla
Kar deti tab toh kisi ne ye nahi kaha ki ye toxic feminity aur misoandrist
hai.",CAG,NGEN,1
C4.172,"Kabir Singh yeh video dekhta toh apni gaand main danda lekar suicide karleta😂  
Kamaal kardia😂❤️❤️",CAG,NGEN,1
C7.1565,Shadi se phle sex krna bhi apki sabhyata h na?,CAG,NGEN,1
C19.64,"See KRK movie review n see this Anchor Shwatank yeh kya bolta hai kuch samajh
mein nahin aata Mumbai ki local train ki tarah bhaag Raha hai",CAG,NGEN,1
C7.979,Bhai saare fake feminism waalo ko ek minute main dho diya,CAG,NGEN,1
C7.340,"Aise movie isse liye Ni banati aj kal sub web series Banti h logo har cheez se
problem h",CAG,NGEN,1
C7.2440,"Kitna bor karte ho yaar..  
Review batao na",CAG,NGEN,1
C38.620,Sala pyar Karna pap h and kaand Karna maaf h!,CAG,NGEN,1
C7.1687,"modi bhakt or Akshay kumar ka fan kabir singh ka review kar raha h chutya h
bhai tu pade likhe bhakt",CAG,NGEN,1
C9.131,"Lok tantra, Hindustan ke constitution par poora vishwaas hai par iss facist
hitler government par 0.0% vishwaas nahin hai",CAG,NGEN,1
C9.40,"Rajdip sarkar ki galat bolna bad ker rajdip tu eaa kiyo nahi bolta ki roy
sarkar ko falat jankari dene ko boll rahi hai",CAG,NGEN,1
C7.2201,"Aey bhai, Dimag nikal apna 1960 k gutter se.",CAG,NGEN,1
C21.320,"Sahoo jse bakwaas movie 100 crore kma ta hai or Article 370 jse accha movie
hamesha kam kyu kma ta hai...",CAG,NGEN,1
C9.103,"Jo CAA ka virodh kar rahe hain sarkar unka subsidy kisi aur ko dede ye to
kagaz verify karne jayenge hi nai inka bank balance bhi transfer kardo dekhte
hain kagaz dikhate hain ya nai.",CAG,NGEN,1
C7.1206,"Kuch log ganja fook ke Gaye lagte hai jisse in librarls Ko problem ho Rahi hai  
Ek hi baat kahunga ganja Kam fooka karo so cold faminisit and librarals",CAG,NGEN,1
C38.237,"Hii, Shreya aap jinse ye question puch rahe ho na aap unse ye bhi pucho agar
nature ne aapke sath ye kiya hota toh aapko bhi khatm kar dete phir.",CAG,NGEN,1
C26.229,"iss ne koi hatyyaa ni ki ,iss ne to jhoothii f.I .r krne ki szaa dii hai
!!kiuk kanoon jhoothi lady ko to szaa nai deta ,jhoothi ladies to knoon ki maa
hai !!!!",CAG,NGEN,1
C4.33,"Kal ek ladki bolli m BHI ladko ki terha road pe peshab karungni takki mujhe
koi ladko se kam na samjhe.",CAG,NGEN,1
C20.253.1,Pehle halala par bolo agar feminist ho to.,CAG,NGEN,1
C7.953.2,"@frying PAN tumne uss ladki ko defend karte hue dekha? Nahin na? Toh chup
baitho!! Jab humare desh mein waise hi itne rapes ho rahe hain, aise mein ek
hero ko rape karte hue dikhane aur yeh dikhana ki woh galat nahin hai. Yeh
kahan ki samjhdaari hai???",CAG,NGEN,1
C4.183,Jab tak hindustan me cinema rahega log chutiya bante rahege,CAG,NGEN,1
C9.61,"Bharat mei Bolne ka adhikar agar sabhi ka hai to payal rohtagi ko kyu jail me
dala gaya? Desh ko tukde tukde kahne walo ko to freedom of speech aur payal
rohtagi jaise logo ko jail me dal dene par Tab freedom of speech kaha chala
jata hai. Do munhaa hai liberals aur left wing ke log.",CAG,NGEN,1
C7.2303,Ye sare liberals ko pakistan bhej dena chahiye,CAG,NGEN,1
C7.1739,"Ohoo kas ye Video jahil dekhe jarur our bne Arjun Reddy our Kabir Singh har 15
din m aaye movie dekh dekh k hi Mre",CAG,NGEN,1
C21.292,"**इन फेमिनिज्म के झूठे दलालों की बसाई दुनिया से निकल के,कुछ पल मिट्टी में बीता
के देखो**  
  
 **लड़का हुआ या लड़की**  
👇👇👇👇👇  
<https://youtu.be/UY8txmkiVeY>",CAG,NGEN,1
C10.742.1,"Ladeeda aur Ayesha jo ISIS poster girls hain, Kasturi aur Roy kay saath
""India's Squad"" bun jaati hain. USA mein bhi ek hai, original Squad🙄😏😏",CAG,NGEN,1
C7.1735,"Ek dum correct baat kar rhe ho bhai.... itna jehar ghola ja rha hai in
feminist aur librals ke through... ki bs es desh ka beda garak ho chuka hai",CAG,NGEN,1
C10.1446,Kasturi gadhi no 1,CAG,NGEN,1
C38.235,"Koi support kare yaa naa kare..agar khud Ko support kar Liya toh kaafi
hai...ab support-wapport k peeche mat bhaago...Jo natural hai..toh support ka
bheek mat maango!!..aur ispat Jo negative comment deta hai... Bhagwan se pray
karo ki usko..Prasad mein thodi buddhi Dede!!",CAG,NGEN,1
C7.802,"[3:06](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=3m06s) you mean mardaangi
rape aur maarne pitne se hi saabit hogi...",CAG,NGEN,1
C7.1441,"Bhai lakshay chowdhary ka video hatwa diya gya hai  
Yeh feminist log apna baat prive karne ke liye kisi bhi haad tak jaa sakte hai",CAG,NGEN,1
C4.2173,"Bollywood inspire Karne wali movie bana hi nhi sakta, Bollywood sirf chutia
bana sakta h",CAG,NGEN,1
C61.1220,Mna voice achi he lakin kitna din rahagi,CAG,NGEN,1
C4.2013.1,Acha to tune iss film ko dekne se phele philosophy padhi thi !,CAG,NGEN,1
C36.1015,**Gay hind**,CAG,NGEN,1
C4.1240,"Kabir singh ke ek hafte baad article 15 bhi release hui thi.. Jo ki aaj ki
youth ko jaroor dekhni chhaiye thi.... Lekin nhi sb chutiyo ko kabir singh
bnna 🙏",CAG,NGEN,1
C19.15,शब्द अच्छे हैं पर आप से नही हो पा रहा मुबारक ही सही लगते हैं,CAG,NGEN,1
C36.692,"**फ्यूचर में LGBT भी आर्मी, नेवी, एयरफोर्स सब जगह होएंगे... अभी चाहे जितना बोल
ले.... हम लाख बड़बड़ा ले... लास्ट में वेस्टर्न को ही अपनाते है.**",CAG,NGEN,1
C7.2453,"प्रतीक भाई आज लल्लनटॉप ने भी यही कर दिया  
तो मैने भी उसको डिटेल्ड मे अपने कमेन्ट मे फीच दिया  
अगर उनको बुराई करनी है तो एकता तपुर के ""गंदी बात, X.X.X. Uncensored, secred
games आखिर इनकी बुराई क्यों नही करते ? इन फेमनिस्टो की तो 👊👊👊👊",CAG,NGEN,1
C19.149,Bhai ko review karna hi nahi aata aur chal pade video banane,CAG,NGEN,1
C7.2278,"Agar liberals ki bass chalti to...wo log
[#Rx100](http://www.youtube.com/results?search_query=%23Rx100) worst film of
the world bata dete.",CAG,NGEN,1
C4.646,"Jab mene mere soneya soneya song suna bc dimaag kharab ho gya tha movie Bina
dekhe Chala gya",CAG,NGEN,1
C19.167,"Bhaee .... Review do  
Story mat bataoo...",CAG,NGEN,1
C21.48,Spoiler kiyu diya be,CAG,NGEN,1
C4.750,"Dislike krne wali wo ladki hi Jo ladko se paisa lut ti hi .. kyon ki Ab se
yesa nhi hoga naa 😂",CAG,NGEN,1
C4.1815,"unhit film hota to kabi video nhi banata. humesa dekhna viral cheezo pe he
videos banate hai",CAG,NGEN,1
C7.1466,"Liberals ko jangal me chor do Kyuki jangal jo hota hai jaise janvar rehte
hai....vaise hi ye rehna chahte hain.. Inka smaaj me koi kaam nhi hai... .....",CAG,NGEN,1
C9.191,"Galat hai! Ranga-billa ki tulna Modi-shah se ki jaani galat hai, ranga-Billa
itne bhi geere huye nahi the..",CAG,NGEN,1
C25.549,Bharat me nayay milna muskil he,CAG,NGEN,1
C36.706,"देवों, ऋषि-मुनियों की धरती पर क्या-क्या कुकर्म होंगे!!!  
घोर कलयुग.....",CAG,NGEN,1
C23.27.3,Pratik barode movie review dekh,CAG,NGEN,1
C38.156,Yar ham Male ya femlae hai toh dushro ko rokonge Koi hai toh hai,CAG,NGEN,1
C32.97.1,"Aisi film bana kar gay logon ko badnaam kyon kar rahe ho wrong image of gay in
the film a",CAG,NGEN,1
C36.466,USA k rules se kya lena dena hamara,CAG,NGEN,1
C7.2265,"crimes hote he like rape and all , tab ye log jameen ke andar ghus ke baithe
rehte hein , aur so called ""Feminism"" ke nam pe filmo ke khilaf Protest karte
hein , Nahi sudrega desh",CAG,NGEN,1
C4.2150,"जिसके घर मे रोटी बनाने के लिए आटा तक नही है वो भी 3 घंटे कि दबंग मे अपने आप को
चुलबूल पांडे समझने लगता है..",CAG,NGEN,1
C4.214,"Ye movie inti brainwash kar rahi hai ki humare class ki feminist ladkiyon ko
bhi Kabir pasand aaya hai air ladke toh Kabir Singh jaisa banne ki koshish kar
rahe hai",CAG,NGEN,1
C29.27,"Koi bahi agar advocate h to please aap en media or hero heroine pr hindu dharm
ko badnaam karne k liye case kare please please 🙏🙏🙏🙏",CAG,NGEN,1
C19.68,Ishko movie review karna nhi ata...na to iski koi khud ki soch h,CAG,NGEN,1
C19.119,"Tm jb bi review krne aate ho sala kuch smjh hi ni aata  
Back office ka kam kyu ni krte ho jaruri h kya anchor ka kam krna  
Yaa founder ke rishtedar lgte ho?",CAG,NGEN,1
