ID,Text,Sub-task A,Label
C59.1005,I hate ranu,OAG,1
C7.1608.1,RX 100 has the power to destroy feminists.,OAG,1
C7.653,"I have seen Arjun reddy on which Kabir Shing based on and now both movies are
a earning well and hit those who are negative minded are giving fake negative
reviews.Ask them about Tere naam movie of Salman Khan which has same kind of
story line.",OAG,1
C10.501,"Shut up!  
  
Bloody paid channel !",OAG,1
C7.1139,feminist is cancer,OAG,1
C7.521,"Nobody gave a shit about alia's violent behavior in gully boy...  
But here kabir's behavior marked him as possessive..😛
[#Feminist](http://www.youtube.com/results?search_query=%23Feminist) didis and
bhaiyas.. Tb kaha the??",OAG,1
C7.2124,"You are also against women rights like kattar Muslims zahil bhakt thora modern
bano",OAG,1
C61.794,Ranu Mandal is a bad and harami singer,OAG,1
C7.1307,"I am surprised Prateek that you liked Kabir Singh. A film where the
protagonist does not respect women and thinks it is his birth right to choose
a girl in his college and the girl should meekly surrender to his love in my
case smacks of misogyny. It's not about liberals or intellectual. But the
trailer itself puts me off that I didn't want to watch the movie. I would
happily miss watching this movie because a man cannot behave like this. He
cannot behave like he owns a woman.",OAG,1
C10.769,Kick her out to pak,OAG,1
C4.543,"Honestly speaking Japanese anime are motivating and gives me life lessons than
this garbage bollywood movies",OAG,1
C61.1765,Such a bitch.,OAG,1
C7.1501,Kabir singh and de de pyar de are slap to feminist,OAG,1
C7.2227,"Sahii bhai sahii.. These hypocrites are trying to spoil the movie.. Chutiye
hai liberals & feminists wale..",OAG,1
C20.76,**SUCHARITA = CHEAP FUCK**,OAG,1
C7.1904,"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG,1
C7.2080,U always talk same shit,OAG,1
C7.748.3,"mr mangina would u like your own wife doing orgasmic scenes like in veere di
wedding. nahi na . to fir chup baitho",OAG,1
C4.817,"Kabir Singh is biggest chutiya character Sattu Rajkumar Rao (Shadi main jaroor
aana) is very motivational character",OAG,1
C7.2089,"Sir , another feminazi liberandi's rant on kabir singh.check it here,ppl r
bashing her left n ryt. See dis plz 😂 n dnt forget to dislike her video guys  
<https://youtu.be/C-lRyevxevA>",OAG,1
C7.1802,Fuck the leberal & feminist,OAG,1
C68.835,Mad ranu mandel,OAG,1
C25.529,"Flavia and Neha Gupta are bloody scum on earth. These bitches should know, SC
hasn't scrapped this law. SC has only given some provisions. It is not anti-
women. It is against the misuse of this law.",OAG,1
C7.2350.2,"Nowadays these fake feminist's portrays women empowerment nothing but sex,
alcohol, multiple partners ect ..... Instead of education , employment, social
security and equality ....  
people like Sonam Kapoor, swara Bhaskar,sunny Leone are called feminist and
women like Arundhathi bhattacharya , Indra nuee, tessi thamos , Mary kom ,
ect..are not even recognized as true empowered women ....",OAG,1
C7.1398,"4 shots ,veere di wedding etc supports by feminists and liberals but not by
you and movies like kabir singh/Arjun Reddy is supported by u but not by
them..Actually both are wrong...those webseries shows sex, one night
stand,masturbation,multiple partner as women empowerment which is completely
wrong but here in Kabir singh Love is justified thing in movie but slapping a
girl, being rebel ,womaniser ,highly alcoholic and pagalpan is also not good
for indian audience to present because this movie may show only true love but
in real life these love turns out to be acid attack/rape,owner killing and
suicide in most cases . So, ideally both type of cinemas are not good to
support. we are not learning or getting something from these kind of
movies/webseries.",OAG,1
C4.487,Garbage Bollywood 😪,OAG,1
C7.2350,"Hi pratik, usually i do not comment on youtube videos  
But i have been following u n watching ur videos for a long time  
Kuddos for making these videos  
Those who call themselves feminist are not feminist at all  
I'm sure that they do not even know the meaning of feminism  
One example is Sonam Kapoor, she says that she is a feminist, but do her
movies portray and show the concept of feminism  
No, they do not !  
The fact is they are the ones who are ruining the name of feminism and those
who are really working for equality for both genders",OAG,1
C7.485.1,"Feminism is the skidmark in the commode.. I.E - the brains of liberandus who
can't think for themselves .",OAG,1
C10.389,"aurundhati Roy, her ugliness pours out of her ugly mouth, watch ugly people
cheering her up...?",OAG,1
C10.633,"THIS LADY IS A BLOODY ANTI NATIONAL THROW HET IN BAY F BENGAL WITH ANOTHER'S
ANTI NATIONAL MAMTA.SEND KEJRIWAL ALSO AS BONUS",OAG,1
C10.693,She should be thrown out of India..crap and crazy idiotic lady,OAG,1
C7.459,"He is doing drugs consuming alcohol while surgery slapping his girlfriend for
no reason and talking shit about her parents beating anyone he want keeping a
girl in his hostel room presenting women as an object and u think there is
nothing wrong with the movie and for ur knowledge feminist is about treating
women equal as man not the shit you are talking about if you want to talk
about something talk about the real issues because of people like you women do
not feel safe in this male dominating society and by the way ur mother is also
a women",OAG,1
C20.30,Only here to dislike this randi,OAG,1
C7.2126,"Kabir Singh aggressively chases his maid to assault her. Takes out his knife
when the girl refuses to have sex with him. He also enters Preeti's classroom
& announces in front of everyone that she is his property. Ye sab problematic
behavior hai. Iss tarah ka behavior ko glorify karna ya phir just his anger
issue keh ke pass off kar dena sahi nhi hai. Do you have any idea about extent
of crime against women in India? These movies promote such asshole type
entitled behavior & are in a way responsible for violence against women. So
called liberals ki moral values ko judge karne se pehle khud ki values ko
evaluate karo if you are okay with all these. There is a reason why India is
one of the worse countries in the world for women. Think about it aur apne iss
fake victimhood se bahar niklo.",OAG,1
C7.2542,"Pratik bhai i read the review of Hindustan times and even i cud feel the
happiness inside me feeling the how horrified ultre feminist reviewer was😂 god
they deserve more such slaps",OAG,1
C7.298,Fuck boy😂😂😂😂😂😂😂😂😂😂,OAG,1
C4.1640,"BRO MOVIE IS MOVIE.SEE AT AS A MOVIE.  
AND WE ONLY LIKE THIS MOVIE BECAUSE THE ACTING OF SHAHID WAS VERY GOOD.  
And people atleast got to know that they should not self harm for anyone.  
And atleast some struggle was there in movie that how people get so disastrous
after a break up.  
All girls are brainless creatures and Main story of every girl is they first
start loving a fuck boi who dont respect her at all and when he ditch her,they
openly say with their shitty mouth that all boys are same.  
Person who genuinly like krta h usse to vo banda intrest hi nhi marta.  
So in 14 -20 yr old nibbis and even nibbas are just mad.Stay away from
relation ship in these years coz there are rarely anyone who who know their
wants.  
Girls are mad.Stay away from them as much as possible.Dont follow them
blindly.Let them do whatever they want coz they even themselves dont know what
they want.They r fucking idiots.",OAG,1
C10.512,She should be thrashed harder. How we Indians ar taken for granted,OAG,1
C7.507,"The issue is some audiences eg Europe do not celebrity worship the actor who
played SS nazi in Schindler list. Unlike Indian audience that hero worship
ranvir Singh as khilji or terrorist drug addict ranbir as sanju. Now this vile
misogynist rapist druggged alcoholic in kabir Singh. Until a major audience
and culture treat women equally. These characters must be abused in reviews",OAG,1
C10.686,She doesn't know what is she saying she is half mad.,OAG,1
C26.249,Really Really appreciate. fuck the police and judges too,OAG,1
C32.7,What the actual fuck is this film,OAG,1
C7.2116,Good....u r showing the real world....exposing the feminists and liberals,OAG,1
C7.15,"Dear Pratik,  
Not all feminists and liberals go to extreme measures like putting down men
and humanising terrorists and what not. The cultural values you keep referring
to are ruining women's and even men's lives in the whole world and especially
in India. Need i mention dowry, domestic violence, rapes, false rape
accusations, lgbtq rights, mard ko dard nahi hota crap? You just bashed  
two communities because of the behaviour of some of its members which is
exactly what you accused them to do. You are a hypocrite. You are influencing
a huge amount of people what you just did was spread hatred. Did you know
feminist actually means the equality of the sexes not manhating as you said?
As for the review if you call slapping each other, bashing your partner's
family, not being able to confront you dad about forcing you into marriage
with another guy after becoming an independent woman(a doctor!) , forcing a
girl on knife point to show her body, drugs, smoking and drinking excessively
because you cannot deal with a breakup, performing surgury while intoxicated a
heroic romance then god bless you. God save you.  
Sincerely,  
A feminist",OAG,1
C7.117,"I just want to say those things you know,,who told them to watch movie,,I mean
if you don't want to watch don't go then,, people know already what they are
watching,,",OAG,1
C7.1178,976 dislike by librandu,OAG,1
C10.67,"Anywhere in the world she be locked up,in the peace loving Islamist country's
she be stoned to death.india giving too much freedom for scums like her.",OAG,1
C10.664,She should be immediately shott deadd !!!!,OAG,1
C59.1535,I hate ranu mandol,OAG,1
C7.1724,"**women have always double standard. Their standars are very high in the
context for men but when it came to self they dont stand on their own
standdards**",OAG,1
C63.175,Dur baiman,OAG,1
C10.619,Pity these naïve retarded females like A rOY,OAG,1
C7.369,"Dude I’m a feminist and I do nothing of what you describe as feminist so
please be clear there’s difference between real feminists and pseudo self
proclaimed feminist and liberals. You CANNOT bucket us all in same",OAG,1
C10.433,"She has lied before, she is lying now and she will be lying before. All for
dollars, a sex worker is better than this female, atleast she doesn't disguise
and camouflage. Shame on this.scum bag.",OAG,1
C7.540,"wow , can't believe there are such idiot, uneducated and illiterate people
like you. People like you should be ashamed to justify some of the most
cringiest scenes ever shot in the history of bollywood cinema.",OAG,1
C43.101,gay MF,OAG,1
C7.748,"If Kabir Singh had done all those things to your own sister ... would you like
it, encourage it, applaud it?",OAG,1
C7.2075.1,"He knows that's why he is making this video and you are watching it 😂😂😂  
And off course every boy will like his , girls like you always dislike this
,it is your feminism.😂😂😂😂😂",OAG,1
C43.28,Slay the gay,OAG,1
C46.18,Must be hanged to death or encountered....,OAG,1
C7.109,"I'm shocked after watching ur reviews. How can u say that there is no problem
in Kabir singh's character. It was extremely problematic, & let me clear that
l'm not a feminist.",OAG,1
C7.915,"Rubbish critical analysis, feminism is not about sexual, it's about gender
equality in employment, society and home, nonsense. First u must understand
the concept of feminism. Study sociology, bade aaye pata hai nhi kuch, bkwaas
kar rahe ho, Kisi individual ka more than one physical relationship Ho, it's
about personal thing , nothing to do with feminism, male chauvinist",OAG,1
C7.1044,Feminist is equal to chutiya,OAG,1
C4.2199,Are you born from a pig 's pichwada......mc,OAG,1
C7.1747,"Right wing is praising such bad movie and so called feminist are silent on
this movie . Ho kya raha hain . I m a kattar sanghi but as🤔 i am against this
movie",OAG,1
C59.511,Boaring Ranu 😡🤣,OAG,1
C7.330,we are losing our traditional festivals the cause is fucking liberal..,OAG,1
C7.1551,Feminism Is a Cancer 😓,OAG,1
C20.115,this girl should be raped!,OAG,1
C7.386,"If women is shown having sexual relations then its a problem for u. Then that
is fake faminism. But if kabir singh is shown as womeniser then it is a very
good movie. If a women is shown drinking then it is very bad and against
cultural values but if kabir singh is shown as a drinker and smoker then we
should be proud of the movie. Kabir singh is threatening everybody that preeti
is my lady, nobody should come close to her and thats a morally right thing
acc. to you. Wow, what hypocrisy. I know the movie is about negative side of
kabir singh but unfortunately this side of kabir singh has been highlighted in
a very stylished misogynistic way. In this film one thing is clearly shown
that women should like and look for dominating and possessive lovers. If same
role will be based on a women then u will obviously have problems, you will
see it as a unculturable and non traditional thing. Why women should always be
shown in submissive roles. 99% of movies in india are based on male point of
view but if 1% of movies are based on female point of view, their liberties,
why everybody has problem in that. This is true hypocrisy. Atlast i want to
say.. this is purely my opinion and point of view. You may not agree with me
and let it be. But please atleast think about it.",OAG,1
C59.1019,"That is not Ranu mondal
That is Panu mondal",OAG,1
C59.1186,Chi Ranu di .... oversmart.... shame on u,OAG,1
C7.2486.1,You uneducated shit,OAG,1
C38.74,Homosexuality is against nature. Thats all!,OAG,1
C10.981.1,"Arundhati Kutiya not lesbian, she is being well fu**led by mollas but that
Kasturi looks more like a Hijra",OAG,1
C10.890,"Arundhati Roy say she is Savitha Bhabi.  
Job....Prostitution  
Salary...10 rupees per client if codom with them else 20 rupees.  
Working hour...9:30 Pm to 6:60am",OAG,1
C7.2132,"Zabardast video pratik bhai!!!👍👍👍...love the video.the way you exposed the
feminists..i really loved it!!people should know the reality of this stupid
nonsense called feminism.peace out✌",OAG,1
