tweet_id,Text,task_1,task_2,Label
hi_hasoc_2021_681,"शेर-ए-बिहार मोहम्मद शहाबुद्दीन को अलविदा,  अलविदा आरजेडी  #JusticeForShahabuddin",NOT,NONE,0
hi_hasoc_2021_873,सावित्रीमाई फुलेंची कर्म भुमी असलेलं पुणे शहर!आज  जागातिल सर्वांत मोठी वेश्या वस्ती असलेलं शहर म्हणून प्रसिद्ध झालं!  #बुधवार_पेठ #छगन_भुजबळ_साहेब @TV9Marathi @zee24taasnews @News18lokmat @abpmajhatv @waglenikhil @dnyanada24 @PrasannJOSHI @Pee24Taaas @SanghiPablo1,NOT,NONE,0
hi_hasoc_2021_55,#CoronaSecondWave  कोरोना देश में : एक हफ्ते में 15% केस और 41% मौतें बढ़ी।  #ResignModi #ModiKaVaccineJumla #ModiHataoDeshBachao #ModiGovtSeNaHoPayega #ModiSarkarHiSystemHai https://t.co/vE0QLSFRb8,NOT,NONE,0
hi_hasoc_2021_5828,"भारत में तानाशाही की हद पार-भारत की हालत दम तोड़ते इंसान जैसी, फिर भी भाज... https://t.co/I2RS7mqLLT via @YouTube #OxygenChorIndia #Amma #EndiaSaySorryToKashmir #ResignModi #HumanRights #GodiMedia #ModiMustResign @TeamPakDefense",NOT,NONE,0
hi_hasoc_2021_232,यह तस्वीर जालौर जिले की है अत्यंत हृदय को विभोर करने वाली है सरकारी वादा करती है फिर नई सरकार आती है ऐसे वादे वादे में लोग भूख प्यार से मार रहे हैं आखिर कब तक गरीब जनता इस तरह मरती रहेगी। सरकार कोई भी हो हमेशा जनता का शोषण करती है और करती रहेगी जब तक तुम चुप बैठे रहो तब तक! https://t.co/Wq94llV3Wv,NOT,NONE,0
hi_hasoc_2021_3714,2014  देश न झुकने दूंगा  2021 भूटान से भी भीख लूंगा! #ModiResign #25सांसद_लापता_है #ResignPMmodi #YogiAdityanath #ModiKaVaccineJumla,NOT,NONE,0
hi_hasoc_2021_3989,यक़ीन नही हो पा रहा है। 💔  #ShahabuddinSaheb #JusticeForShahabuddin https://t.co/U7RaAFjfFW,NOT,NONE,0
hi_hasoc_2021_410,इसके लिए सरकारें जिम्मेदार  @DainikBhaskar @PMOIndia  #COVID19India  #CovidVaccine https://t.co/nzEoraNIIx,NOT,NONE,0
hi_hasoc_2021_3289,"कॉंग्रेस के समय में फ्री वेक्सीन लगा कर, फ्री मिड डे मील खा कर, RTE के तहत फ्री स्कूल जाने वाले और कांग्रेस के समय दी गयी नौकरी की पेंशन पर पलने वाले अंडभक्त भी ज्ञान दे रहे हैं कि वेक्सीन फ्री नही लगनी चाहिए। #ModiKaVaccineJumla",NOT,NONE,0
hi_hasoc_2021_3371,Exclusive(ऑडियो)शहाबुद्दीन को तो मरना ही था वो जान गया था खेला हो गया है सुनिए उसने क्या कहा... @Siwan_Rjd @ImRanjeetRay #JusticeForShahabuddin https://t.co/jXfnZDUJOu,NOT,NONE,0
hi_hasoc_2021_2873,@TejYadav14 यह जितने भी नेता जमाने से  मुसलमानो के मसीहा(शेर की खाल मे भेड़िये)बन कर बेठे है आहिस्ता आहिस्ता सब के चेहरे से नकाब उतरता जाएगा और मुसलिमो को भी धीरे धीरे दिखाई देने लगेगा आज नही तो कल मेरी बात लिख कर रख लो  #Saloni_Singh🖊 #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_6002,तुम दाढ़ी संभालो  सत्ता दूसरे संभाल लेंगे 🖕   #alwaysagainstmodi #ResignModi #ResignPMmodi #gowaybsdk #gobackmoditrending https://t.co/BvmirCeCQS,NOT,NONE,0
hi_hasoc_2021_222,अलविदा शेर-ए-बिहार ज़ालिमों अल्लाह तुम्हे बर्बाद कर दे....😢 #JusticeForShahabuddin https://t.co/vCyMf50tJK,NOT,NONE,0
hi_hasoc_2021_3887,"@HardeepSPuri सर आजकल आप बड़े अच्छे से देश के कमीने नेताओं और शहरी नक्सलियों को धोते है, काश बीजेपी के सारे नेता ऐसा करते",NOT,NONE,0
hi_hasoc_2021_5097,@RoflGandhi_ @varungrover @TeamDeepender @cmohry मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_1732,@SudhirShuklaSh1 बंगाल विजय करने के चक्कर में पूरा देश हारेंगे अब।  #COVID19 #ModiKaVaccineJumla #ModiResign #CovidIndia  @RahulGandhi @INCUttarPradesh,NOT,NONE,0
hi_hasoc_2021_444,#राष्ट्रपति_जी_बंगाल_संभालो     so true case in #bengal right now  #BengalBurning https://t.co/jQYjRR702d,NOT,NONE,0
hi_hasoc_2021_142,कहाँ गया अब चौकीदार बड़े उद्योगपति देश लूट कर विदेश फरार .  #AdarPoonawalla  #VijayMallya  #NIRAVMODI  #Mehulchoksi #ChowkidarChorHai #ModiKaVaccineJumla  #ModiResign,NOT,NONE,0
hi_hasoc_2021_1855,पश्चिम बंगाल में विधानसभा चुनाव के बाद तृणमूल कांग्रेस के गुंडों द्वारा भाजपा कार्यकर्ताओं के खिलाफ हुई हिंसा के विरोध में आयोजित वर्चुअल धरना प्रदर्शन में भाग लिया। मैं इस हिंसा और आगजनी की घटनाओं का विरोध करता हूं। @BJP4India @BJP4UP @BJP4Bengal  #BengalBurning https://t.co/ln3lRV43Bp,NOT,NONE,0
hi_hasoc_2021_2961,@realSonuNigam0 बाल उखाड़ने से मुर्दा हल्का नही होता वैसे बहिष्कार अगर करना है तो सबका कर ना सिर्फ ख़ानों का ही क्यू  गौरी ख़ान का कर करीना कपूर का कर किरन राव का कर ये सब भी तो उन्ही से जुड़े है और ये दोगला सोनू निगम ये खुद मोहम्मद रफ़ी और अताउल्लाह ख़ान के गाने गा गा के कामयाबी हासिल की है,NOT,NONE,0
hi_hasoc_2021_5366,ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। #JusticeForShahabuddin  #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_635,हमारे PM और CM से request है की बढ़ते coronavirus को देखते हुए  संपूर्ण भारत मे lockdown कर देनी चाहिए 🙏 #CoronaPandemic #IndiaCovidCrisis @narendramodi @NitishKumar @AmitShah @rashtrapatibhvn @akshaykumar,NOT,NONE,0
hi_hasoc_2021_3359,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_6107,@RajatSharmaLive @AjitSingh_RLD @jayantrld गरीबों और दलितों की mrityu पर मन सुखी है। #BengalBurning,NOT,NONE,0
hi_hasoc_2021_3225,"किसानो का बंगाल जाना, और दबंगो का हार जाना!  ये है """" किसान की ताकत समझे।।        खेला होबे   #Vaccine_और_MSP_दो #किसान_Power  #ExitModi  #ModiKaVaccineJumla  #मोदी_शैतान_भुगतें_किसान https://t.co/JW0G1uI30l",NOT,NONE,0
hi_hasoc_2021_2493,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/9T2rnMa6PP,NOT,NONE,0
hi_hasoc_2021_4978,VIDEO: महाविकास आघाडीत पुन्हा मानापमान नाट्य; काँग्रेस आमदार झिशान सिद्दीकी अनिल परबांवर संतापले #CovidVaccine #ShivSena #Congress #AnilParab #ZeeshanSiddique @advanilparab @zeeshan_iyc  https://t.co/Y4bOpwRAez,NOT,NONE,0
hi_hasoc_2021_715,@Stylish_Sahiba जी  कभी अल्सेशियन कुत्ते के बारे मेे सुना है ? सिर्फ एक मालिक की बात मानता है वो . #YESUNG #win #vaccinated #tiktokdown #stayspacex #ResignModi #quackity #PresidentRuleInBengal #HBDThalaAjith #GoodGirls #EfYam #exrosmello #dogecoin #COVID19 #BengalBurning #ARSD https://t.co/0JhaupZ7uc,NOT,NONE,0
hi_hasoc_2021_5025,@beingarun28 नाम का है बस हिंदी सिनेमा थिरकती मदिरा में हीरो टुन... फूहड़ गाने विदेशी धुन.  https://t.co/egQ2EW6AOA    इज्ज़त के साथ बेज़्ज़ती के लिए एक सब्सक्राइब तो बनता है  सनातनी का सब्सक्राइब मिले तो और कहना हौसला बढेगा  🙏🙏,NOT,NONE,0
hi_hasoc_2021_2675,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/xilbVVjz7B,NOT,NONE,0
hi_hasoc_2021_1183,@RakeshTikaitBKU @news24tvchannel @meelrajaram @ANI @PTI_News @Kisanektamorcha @thetribunechd @PunjabKesariCom @OfficialBKU @ajitanjum @KisanSabha जानवर जानवर का शिकार करता है! इंसान जानवर का शिकार करता है! राजनीति का नशा इंसान का शिकार करता है!,NOT,NONE,0
hi_hasoc_2021_2122,@TMaryada मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_4032,@imfulara ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,NOT,NONE,0
hi_hasoc_2021_3960,@RoflEpicDon मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_1705,"हॉस्पिटल में एंबुलेंस उपलब्ध नहीं है,ये #डिजिटल इंडिया है,गायों के लिए एम्बुलेंस इंसानो के लिए कुछ नही।😥😥😥 #AIIMS #Chandigarh #Resign_PM_Modi #thoughtoftheday https://t.co/6e2zN62KHi",NOT,NONE,0
hi_hasoc_2021_3317,आज़ाद ख़याल वो नहि वो फूहड़ हो  आज़ाद ख़याल वो जो हक़ीक़त को  #बज्म,NOT,NONE,0
hi_hasoc_2021_912,@KhanAmanatullah RSS का छोटा रीचार्ज खुजलीवाल तो ख़ुश हुआं होगा अब !! #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_3426,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_233,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/3fzT4bZIKn,NOT,NONE,0
hi_hasoc_2021_4850,"कोरोना संकट की घड़ी में कुछ इटालियन नसल के कुत्ते ज्यादा भूक रहे हैं। समझ में नहीं आता कि बिपदा की गहरी में इतना काहे भूक रहा है। किसी ने बताया कि अभी गर्मी कुछ ज्यादा पड़ रही है,गर्मी के सीजन में कुछ कुत्ते पागल हो जाते हैं। लगता है उसने सही बताया है।",NOT,NONE,0
hi_hasoc_2021_2654,ओसामा सहाब हम आपके साथ है #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_621,"""अधिक दिनो तक मौन रहे तो गूंगे कहलाओगे ज़िंदा नज़र नही आओगे तो सच में मर जाओगे"" @Aminamalik1190 #जस्टिस_फॉर_शहाबुद्दीन  #JusticeForShahabuddin #JusticeForShahabuddin",NOT,NONE,0
hi_hasoc_2021_4045,"@janardanmis @JaiPrakashAga18 शादी थी ही नही ये, ये सिर्फ 2021 के बंगाल चुनाव में हिंदुओ को मूर्ख बनाने के लिए चूड़ा और सिंदूर का एक्सपेरिमेंट था।   चुनाव खत्म शादी खत्म, मुझे तो लगता है मिया बीवी दोनो पहले से मिले थे और बीजेपी को हारने के लिए ये भी टूलकिट का हिस्सा हो सकता है",NOT,NONE,0
hi_hasoc_2021_1405,@Anupojh11051854 @TheLallantop @ktakshish भाई इस प्रकार तो मेरा फ़ेसबुक पेज ससपेंड कर दिया गया है सिर्फ एक पोस्ट में करने ही वाला था #ResignModi लेकिन पोस्ट हुआ नही और मेरा पेज सदैव के लिए बंद कर दिया गया इसमे किसका हाथ था बताइये ।,NOT,NONE,0
hi_hasoc_2021_2294,"2014 में @narendramodi सही कहे थे 2024 तक कोई भी आपको नही हटा सकता मतलब साफ है,,,, हमे भ्रम था बीजेपी,,,, आज तक का सबसे गंदा राजनीति भाजपा कर रही है  #बंगाल_में_राष्ट्रपति_शासन_हो  #BengalBurning  #CruelMamata",NOT,NONE,0
hi_hasoc_2021_3873,"क्या से क्या हो गया ,कहा से कहा आ गये हम ....#ModiKaVaccineJumla https://t.co/DnLYyRs5Ro",NOT,NONE,0
hi_hasoc_2021_5567,@BhimArmyChief @SPatel_Indian मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_6001,सोशल मीडिया में मची हलचल के बाद बिहार की राजनीति में भी हलचल मचना शुरु हो गई..  RJD से मुस्लिम नेताओं ने इस्तीफा देना  शुरु कर दिया है..  #JusticeForShahabuddin https://t.co/ACrfdNvkwI,NOT,NONE,0
hi_hasoc_2021_2999,"जैसे को तैसा ही एकमात्र उपाय है।  बजरंग दल, हिन्दू युवा वाहिनी जैसी संस्थाओं को वह मजबूत किया जाए और चुन चुन कर हिसाब लिया जाय।   और हाँ, अहिंसा के रोगियों के लिए ख़ास तौर पर - ""बांसुरी बजाने से युद्ध टलता, तो श्रीकृष्ण महाभारत न होने देते""  #BengalBurning #BengalViolence",NOT,NONE,0
hi_hasoc_2021_5090,Judge: who is this DONKEY 😜  एक गधा विकास कार्यों में बाधा डालता रहता है और फिर रोज़ कहता है कि मोदी काम नहीं करते हैं। 😜😜😜   https://t.co/VkrTGJONtA,NOT,NONE,0
hi_hasoc_2021_166,जब पूर्व सांसद मोहम्मद शाहबुद्दीन की करोना रिपोर्ट नेगेटिव थे तो फिर उनकी किस कारण हुई  पूछता है भारत #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_819,@Krishna29892392 बंगाल पर कांग्रेस सहित सभी विपक्षी दल गूंगे-बहरे हो गए यही भाजपा शासित होता तो गूंगे भी बोलने लगते !  #BengalBurning #BengalViolence https://t.co/ZLcDSpyjKF,NOT,NONE,0
hi_hasoc_2021_1581,@KashishBihar दोगला चेनल,NOT,NONE,0
hi_hasoc_2021_3908,पहले भी यही  हाला था । बस कोरोना  ने हाल बता दिया।। #FarmersProtest #रोहित_सरदाना #RohitSardana #YogiJhootaHai #aajtak #ModiKaVaccineJumla https://t.co/VoqI8bgBgL,NOT,NONE,0
hi_hasoc_2021_917,ये क्या हो रहा है - भारत  कुछ नहीं कुछ नहीं दीदी की जीत का जश्न चल रहा है  @AITCofficial @MamataOfficial 😎 @BJP4India @BJP4Bengal  🚩🚩 #BengalBurning https://t.co/g3OWXitqv3,NOT,NONE,0
hi_hasoc_2021_726,ऐक देश एक कानून ये बस ज़ुबान तक हैं. एक देश दो #कानून रोहित सरदाना की डेड बॉडी उनके शहर को दी जा सकती हैं लेकिन बिहार के पूर्व सांसद मोहम्मद शाहबुद्दीन की डेड बॉडी उनके परिवार को नही.. उनके शहर वालो को नही #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_1614,"Bengal Violence: गृह मंत्रालय की चेतावनी, हिंसा को लेकर ममता से मांगी रिपोर्ट https://t.co/JURJikikPi #BengalBurning #BengalViolence",NOT,NONE,0
hi_hasoc_2021_127,"हाथरस में पीड़ित परिवार तक पहुंचने नए नए रास्ते जो ढूंढ रहे थे। जान हतेली पे लेके खेतो से, नालों से गांव में घुस रहे थे..IAS-IPS ऑफिसर को दबोच रहे थे, ९ लाख pending केस होते हुए suo moto cognisance ले रहे थे.. वह लोग आज बंगाल की तरफ नींद में भी करवट नही ले रहे। #BengalBurning https://t.co/G7arpIrdlv",NOT,NONE,0
hi_hasoc_2021_954,शेर-ए-बिहार शहाबुद्दीन साहब की मौत नहीं बल्कि हत्या हुई है। #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_3118,"चुप तुम रहो, चुप हम रहें। https://t.co/9MEMfUYgIK",NOT,NONE,0
hi_hasoc_2021_1230,अल्लाह जन्नतुल फ़िरदौस में आला मुकाम अता फरमाए #आमीन 🤲 #JusticeForShahabuddin https://t.co/I6ExXwYDMh,NOT,NONE,0
hi_hasoc_2021_2524,सूअर की आँखो से देखो कीचड़ भी हसीन लेगेगा।,NOT,NONE,0
hi_hasoc_2021_2987,"#ममता_की_निर्ममता जब जब बीजेपी हारती है तब तब दंगे होते हैं ,सही या गलत #बंगाल_हिंसा #ममता_बनर्जी #MamataBanarjee #mamtaofficial #BjpDestroyedIndia #BJPKorbe200Paar #BJP #BJPFailsIndia #BJP_HELPLESS_IN_BENGAL #BengalBurning #BengalViolence #biharlockdown #BJPKorbe200Paar",NOT,NONE,0
hi_hasoc_2021_3629,#जागो_इंड़िया_जागो #ModiMadeDisaster #ResignModi 👇😔 https://t.co/vPOLzbdcpB,NOT,NONE,0
hi_hasoc_2021_1876,मौत से किसकी यारी है।   आज शहाबुद्दीन तो कल केजरीवाल के बारी है।  #ShameOnKejriwal  #JusticeForShahabuddin https://t.co/0Xm36K4eDU,NOT,NONE,0
hi_hasoc_2021_1985,@PTI_News मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_1865,जनता ने दुनिया भर के टैक्स भरने के बाद भी जनता मूलभूत सुविधाओं से वंचित है! #ModisCrimeAgainstIndia #WhereAreVaccines #ResignPMmodi  #ResignHarshvardhan #WestBengalPolls #Covid #ResignHarshvardhan #COVID19 #tuesdayvibe #tuesdaymotivations #WelldoneTwitter #KanganaRanaut #COVID19 https://t.co/4i2mNFCuoS,NOT,NONE,0
hi_hasoc_2021_1964,#बंगाल_हिंसा #BengalBurning #BengalElection2021 #CovidIndia #COVIDEmergency2021 https://t.co/DtZv9HV1KL,NOT,NONE,0
hi_hasoc_2021_812,अरे सुन रहे हो ? या सुन्न रहे हो । #BengalViolence #BengalBurning https://t.co/F2ew4hZWOn,NOT,NONE,0
hi_hasoc_2021_3070,"@ReallySwara पहले आराम के लिए बंगला बन जाने दो। फिर कुछ बज जाएगा तो देश के लिए सोचेंगे,!!!  #ResignModi",NOT,NONE,0
hi_hasoc_2021_4208,भाई ओसामा ने साफ साफ बोल दिया मेरे नाम से फर्जी IDबनाकर राजद के बारे मे गलत लिख रहे हैं !!  #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_1389,#ममता_खूनी_है #ArrestMamata  #BengalViolence #BengalBurning https://t.co/u67vVyva9e,NOT,NONE,0
hi_hasoc_2021_6046,@doctorrichabjp @AmitShah और @narendramodi क्या कर रहे हैं? इस पर भी अगर याचिका डालना पडे तो लानत है। #नींद_से_जागो_अमित_शाह_जी #नरेंद्रमोदी #bangalviolence #PresidentsRuleinBengal #ArrestMamataBanerjee #ArrestMamta #ResignModi #restoreKangnaRanaut #avijitsarkar #JPNadda #SambitPatra,NOT,NONE,0
hi_hasoc_2021_2250,भक्तों....... आत्म-निर्भर विश्व-गुरू ‘हिन्दू-राष्ट्र’ भारत अब विदेशों की सहायता का मोहताज़ है........!!  https://t.co/CprmPEzxYk  #आत्मनिर्भर_भारत #atmanirbhar #ModiKaVaccineJumla #ModiResign,NOT,NONE,0
hi_hasoc_2021_4157,दी ने देश के बजाय अपनी छवि को चुना”  -TheWashingtonPost  Modi’s pandemic choice: Protect his image or protect India. He chose himself.  #COVID19 #ModiResign #ResignModi #ResignPMmodi #Resign_PM_Modi #ModiKaVaccineJumla  https://t.co/Rii5aVYgfu,NOT,NONE,0
hi_hasoc_2021_3061,@IOkv2VYCY8DsQI7 @iingwen चीनी बैकस्टैबिंग व्यवहार अब अच्छी तरह से जाना जाता है  #WuhanVirus #TaiwanIsNotchina #ChineseVirus,NOT,NONE,0
hi_hasoc_2021_158,इंसान को मार सकते हो उसकी शख़्सियत को कभी मौत नहीं आती। शहाबुद्दीन साहब एक जिंदादिल इंसान थे उन्हें भुलाया नहीं जा सकता है...... #JusticeForShahabuddin  @HarishankarRJD @yadavtejashwi @laluprasadrjd @iAwadhBihariRJD @SupremeCourtFan @Siwan_Rjd @RJDforIndia,NOT,NONE,0
hi_hasoc_2021_2085,@TimesNow @AamAadmiParty ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,NOT,NONE,0
hi_hasoc_2021_1481,@sakshijoshii @SanjayAzadSln @Radhika_Khera @DeependerSHooda @IYCGujarat @NikhilSavani_ @AnupamkPandey @shalabhmani @KumariRukshmani @GaneshGINC @priyankac19 @srinivasiyc मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_2412,बंगाल मधील लोकांना कंगाल होण्यापासून  वाचवले याबद्दल ममता दीदी यांचे हार्दिक अभिनंदन 🎉🎉🎉🎉🎉  #MamataBanerjee  #BangalElection2021  #ModiKaVaccineJumla  #ModiResign,NOT,NONE,0
hi_hasoc_2021_5917,@Shehla_Rashid मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
hi_hasoc_2021_3370,अलविदा शेर-ए- सिवान!!!!  अलविदा शेर-ए-हिन्दोस्तान!!!  #JusticeForShahabuddin https://t.co/1FzbNE3LfI,NOT,NONE,0
hi_hasoc_2021_2437,#ModiKaVaccineJumla #ModiResign #IndiaFightsCorona #PMCaresFund_का_हिसाब_दो #PMDoesNotCare https://t.co/nFybVPt6Q7,NOT,NONE,0
hi_hasoc_2021_3111,खुले दुश्मन तो सीने पे हमेशा वार करते है लगा है पीठ पे खंज़र कोई अपना रहा होगा  #JusticeForShahabuddin #BycottRJD,NOT,NONE,0
hi_hasoc_2021_1360,"My baby Mayra, love you for such wonderful motivation in this trail times with such simplicity. “ये वक़्त भी गुज़र जायेगा “ जय श्री कृष्ण 🌷🙏🏻 हिम्मत रखिये और आस्था भी, हम सब एक दूसरे का हाथ पकड़कर ये विपदा को भी पार कर लेंगे ।  #tuesdaymotivations #COVID19 #IndiaCovidCrisis https://t.co/yqU5ypEjqp",NOT,NONE,0
hi_hasoc_2021_4744,साथियों अभी कुछ कमी नजर आ रही है भर दो हुंकार अपने हक के लिए ताल ठोक कर मैदान में आ जाओ।  #कोरोना_के_आड़_में_देश_गया_भाड़_में #कोरोना_के_आड़_में_देश_गया_भाड़_में  !  🙏🌷🌺🌹🌷🙏 https://t.co/xktmeDt72L,NOT,NONE,0
hi_hasoc_2021_2074,"@ashutosh83B @JPNadda दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE,0
hi_hasoc_2021_1461,अच्छे दिनों की आस मे  बस्तियां बदल गई लाश में 🤨😔  #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_3915,"The BJP is in power in the centre, they have all the machinery at their disposal. But they don't have guts to retaliate.  ऐसे कायर बने रहोगे तो और मरेंगे. लेकिन #SpinelessBJP के बड़े नेताओं को इससे क्या मतलब? वो तो बैठेंगे चाय पे चर्चा करते Shame on you @BJP4India #BengalBurning",NOT,NONE,0
hi_hasoc_2021_4002,#BengalViolence #BengalBurning #CruelMamata #PresidentRuleInBengal #AntiHinduMamta  #ममता_खूनी_है https://t.co/lHiWstDAf8,NOT,NONE,0
hi_hasoc_2021_2500,"जिसको जानकारी नहीं है #बंगाल की  #Ground_Report बता देता हूँ  वहाँ से #हिंदुओं ने #आसाम के लिए #पलायन शुरू कर दिया है #कश्मीर देखने का मौक़ा नहीं मिला, #बंगाल देख लो। #BengalBurning #bengalvoilence",NOT,NONE,0
hi_hasoc_2021_3571,"चोरी जारी वैश्या वृति, कबहु ना करियो कोई। पुण्य पाई नर देहि, ओच्छी ठौर ना खोई।। #कबीर https://t.co/NQJmCpKykQ",NOT,NONE,0
hi_hasoc_2021_1189,"अभी तो ऐसी हालत है,   कोई बोल दे बकरी की लेड़ी भूंज के खाने से कोरोना में फायदा होता है तो वो भी मार्केट से गायब हो जाएगी 😀😀😀 #ModiKaVaccineJumla",NOT,NONE,0
hi_hasoc_2021_2244,"#लीडर का मतलब #निडर होना होता है, अगर लीडर निडर न हो तो समझ लेना वो गीदड़ है। और मरहूम शहाबुद्दीन साहब एक निडर लीडर, बेबाक और जिंदादिल इंसान थे  #JusticeForShahabuddin",NOT,NONE,0
hi_hasoc_2021_1826,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 #JusticeForShahabuddin,NOT,NONE,0
hi_hasoc_2021_1801,Strange but true ....  See the pic below  -  #PresidentsRuleinBengal #MamtaisTerrorist #TMCTerror #बंगाल_हिंसा #बंगाल_में_राष्ट्रपति_शासन_लागू_हो  #BengalBurning #BengalBurning https://t.co/2Lf5C8rvd5,NOT,NONE,0
hi_hasoc_2021_688,"ममता बनर्जी के राज में लोकतंत्र की हत्या हो रही है अवार्ड वापसी गिरोह कहाँ है उन्हें यह मानव जीवन को सबसे कलंकित करने वाला खेल दिखाई नही दे रहा है इसके खिलाफ जैतपुर मण्डल कार्यकर्ताओं द्वारा विरोध प्रदर्शन करते हुए। के.के.शुक्ला,चेयरमैन SDMC  #BengalBurning https://t.co/FcPgS2nN3J",NOT,NONE,0
hi_hasoc_2021_2556,"""मैं अब हिंदू नहीं हूं, मैं अब हिंदू नहीं हूं ..."" इस राज्य की एक लड़की कह रही है।  @AmitShah जी क्या ये क्रंदन आपके कानो तक नहीं पहुँच रहा ?   ये अपर्णा दास है -आधी रात को उसके साथ बलात्कार किया गया। Place - खजूर, पूर्ब मिदनापुर।  #BengalBurning #BengalViolance #BengalTrustsModi https://t.co/nc9qCeJdYS",NOT,NONE,0
