,_id,Text,task_1,task_2,Label
202,60c5d6bf5659ea5e55def1e2,BITCH WHAT IN THE FUCK ARE THE KIDS DOING WITH A WHOLE ASS WAGON SLAMMING THROUGH FENCES LIKE THST,HOF,PRFN,1
4333,60c5d6bf5659ea5e55defcd4,@vomitsciencephd â€œ[Liver and beans? There is no chance this wanker is about to say he paired it with anything but some basic-ass merlot.]â€,HOF,OFFN,1
4946,60c5d6bf5659ea5e55def9ff,Watch this dude pull all sorts of crazy pussy from being infamous along with bodybuilding and being bold about his weirdness. https://t.co/q1gCT5JjYR,HOF,PRFN,1
3693,60c5d6bf5659ea5e55df0056,"Yes..Dam sure.. this government politicians as official arrogance, hyper-nationalism,Â populism and an ample dose of bureaucratic incompetence have combined to create a crisis... #Resign_PM_Modi #changebjp https://t.co/fIwYCujADa",HOF,HATE,1
325,60c5d6bf5659ea5e55def3a3,@LeeJohnson65 @Redcherry311 @Jessicam6946 @CarolynEvertso1 And tRump talked about Matt Gaetz's 17 year old hooker. Q is the 17th letter in the alphabet so Q KNOWS tRump was talking to them.  All so clear.,HOF,PRFN,1
3857,60c5d6bf5659ea5e55df00d1,@narendramodi @MamataOfficial i don't like BJP. But she is celebrating the victory with violence which is disgusting. VICTORY WITH CONSEQUENCE OF LIFE IS NO VICTORY AT ALL. âœŒâœŒâœŒ #MamtaBannerjee #BengalBurning #BengalViolence,HOF,HATE,1
1820,60c5d6bf5659ea5e55defdbd,fuck off go pay attention to this idc how bad it is https://t.co/qJRA51z4Lc,HOF,PRFN,1
4426,60c5d6bf5659ea5e55defd45,"Happy pride month, especially to those who have never felt safe enough to be open about themselves. A big ""fuck you"" to anyone who needs to ""process"" you being who you are.",HOF,HATE,1
3499,60c5d6bf5659ea5e55def328,This is our govt. Pathetic. #india #ModiResign #ResignModi #OxygenShortage @rihanna @GretaThunberg @nytimes @australian @guardian @AJEnglish https://t.co/0uEyleFHQZ,HOF,HATE,1
4884,60c5d6bf5659ea5e55def6d3,Where do these assholes come from really? What even makes them spew shit like this and get away with it? They represent the Central Government and this is Narendra Modi's stance? #ResignModi https://t.co/2cD4g77gHz,HOF,OFFN,1
1467,60c5d6bf5659ea5e55defba8,"@ShashiTharoor Hey Mr Tharoor, Look this @BJP4India leader called @RahulGandhi was hunting(votes) while Indians were suffering &amp; dyeing of #ChineseVirus . What a shameless leader he is right na. https://t.co/LAv6ybnyD1",HOF,OFFN,1
4879,60c5d6bf5659ea5e55defa5e,@MickeyBlowtorch I've been frustrated by this commercial since I've first scene it. The bitch ignores her bloody child while having a ball playing with tlher cat. Hits way to close to realty for a lot of parents who ignore their kids.,HOF,PRFN,1
4942,60c5d6bf5659ea5e55def977,"@MJALSHRIKA @Tejasvi_Surya Thirdclass politics is being playing by BJP in India...They don't have to do any development. They are just for Enjoying the People dying with hunger, unemployment &amp; This Pandemic like Corona...Very shame #DiaperSuryaExpose",HOF,HATE,1
2492,60c5d6bf5659ea5e55df020a,@Zoros_Bitch everything normal then boom bloody law must horny,HOF,PRFN,1
5078,60c5d6bf5659ea5e55def0fe,@HuXijin_GT Idiot....U are selling it not donating it...... So f*** 0ff . Bloody #chineseVirus,HOF,OFFN,1
4615,60c5d6bf5659ea5e55def52b,"The #Wokeists are blind &amp; deaf to these horrors , while the Phoren NGOs , howl &amp; Scream at every internal act of India . Bloody #WokeCoke . #China #Wuhanvirus , destroyer of Universe .. https://t.co/DxzJPml1wG",HOF,OFFN,1
2800,60c5d6bf5659ea5e55df038e,"This government has done crime against humanity. The delay is unprecedented,  it clearly indicates incompetent governance &amp; lack of apathy.   #ModiKaVaccineJumla https://t.co/mdtkjMhCr4",HOF,HATE,1
1998,60c5d6bf5659ea5e55deff23,@KYonZin_ If u have the  balls u bitch! Text me! Guys don’t trust this bitch it’s jus one side of the story!!! She’s creating sympathy from everyone it always takes two hands to clap! Ping me will tell yall what’s happening! U bloody Mf bitch,HOF,PRFN,1
1723,60c5d6bf5659ea5e55defe41,@MJALSHRIKA #OxygenChorIndia  #ResignModi #IndiaFightsCorona #Resign_PM_Modi Our Nation is perishing. The people have been deceived. The great country of india is now degraded by many accusations. The Modi Government is fully responsible for this.,HOF,HATE,1
1685,60c5d6bf5659ea5e55defe47,"*steaks*  Fuck you, autocorrect.  Take it up with English, not with me.",HOF,PRFN,1
3521,60c5d6bf5659ea5e55def44d,#SpinelessBJP fascist lady is a danger for democratic principles.... how shameless her goons butchered people who voted against her and then through some sold out news channels she is giving interview... saying she had no idea about what happened... #ArrestMamata #BengalBurning,HOF,HATE,1
4909,60c5d6bf5659ea5e55def9c8,@gurgavin Coke and hooker,HOF,PRFN,1
894,60c5d6bf5659ea5e55def72c,When desperately needed lockdown you can't. And Implemented when not needed it that's all sudden. Show off. Your decisions all are making suffer Poor.  #ResignModi  #Resign_PM_Modi,HOF,OFFN,1
4102,60c5d6bf5659ea5e55defadc,"@WOLF_Financial The Worst! I had a boss that would say ""you don't have to work on Saturday but I will be here at the office"" in the most passive aggressive way possible. Fkn Dick head.",HOF,OFFN,1
327,60c5d6bf5659ea5e55def3aa,"China is insulting India's death due to Chinese virus on social media and we Indians wait for the launch event of Oppo, Vivo, Redmi, Xiaomi's and IQOO mobiles.   @China_Amb_India  @globaltimesnews @HuXijin_GT #ChineseVirus #WuhanVirus Very shameful thing by Chinese Goverments https://t.co/Uw0FSFac68",HOF,HATE,1
1018,60c5d6bf5659ea5e55def9ce,What a twat. (rhymes with bat) https://t.co/Y1f5zKCF4C,HOF,PRFN,1
2764,60c5d6bf5659ea5e55df04bc,"I will blame congress and its political failure in last union  election leads us to this devastation what india is facing now,   pandemic can happen, its nature, but it should not man made, this is what india is facing.   @RahulGandhi #Congress #democracy  #ModiKaVaccineJumla",HOF,HATE,1
2485,60c5d6bf5659ea5e55df019b,"@RahulGandhi If you and media and lower the panic through TV and social media , no one will need to reach out to mental experts. But the way we are showing only dying patients - it is making everyone believe that they will die if they get #ChineseVirus",HOF,HATE,1
733,60c5d6bf5659ea5e55def6b0,Bloody. Hell. https://t.co/8a4pltsSor,HOF,PRFN,1
3082,60c5d6bf5659ea5e55df046a,"@InuKishu Whereâs the make money vote, fucker.",HOF,PRFN,1
2320,60c5d6bf5659ea5e55df01ea,"Old India was the one where when you had the right to agreed/disagree with the government as a citizen of democratic country, but in new India, you are labeled as anti nationals and terrorist if you disagree with the government!  Such a shame! #ElectionResult #ResignPMmodi",HOF,HATE,1
4290,60c5d6bf5659ea5e55defe4b,"@jazmataz3 @joehiggens3 @andrewDC_ There's a difference between ""I went on a date"" and ""I'm taking a lot of dick"" If you don't understand healthy boundaries then you probably shouldn't be doing either.",HOF,OFFN,1
1850,60c5d6bf5659ea5e55defd20,#OxygenChorIndia  #ResignModi #IndiaFightsCorona #Resign_PM_Modi Our Nation is perishing. The people have been deceived. The great country of india is now degraded by many accusations. The Modi Government is fully responsible for this.,HOF,HATE,1
3019,60c5d6bf5659ea5e55df0427,Jst we know 2 cry on the lynches done by the #goons in #Bengal . If u R considering urself a secular and well educated being silent.die of shame. nearly one 1lakh #Hindusinbengal forced to flee away of their own houses.. shame on ur #Secularism #BengalBurning  @AmitShahOffice hlp,HOF,HATE,1
2153,60c5d6bf5659ea5e55deffdb,"@auxtin_ilu @kinghills42 @Ekitipikin Twat ....go and meet her face to face insult her keyboard warrior yenyenyen... She's in her multi-millions made for life, dey here dey cry cut one... Bye sissy",HOF,PRFN,1
1437,60c5d6bf5659ea5e55defb20,"Getting a gas station chicken dog for lunch, cause I'm fancy like that, I started to drop it &amp; tossed it when I tried to catch it. As it was careening though the air across the place, I thought, yeah, this is why I'm a smooth motherfucker",HOF,PRFN,1
3476,60c5d6bf5659ea5e55def4cd,@Swamy39 We have already lost to them by this #biowar #WuhanLab #wuhanvirus it's so sad to see that our @DefenceMinIndia @adgpi did not investigate on it to decide was it a fact r not... So sad... @PIB_India,HOF,HATE,1
4136,60c5d6bf5659ea5e55defbc9,@Hendrover @tfalex1892 Again net spend is bollocks He spent 10m on Ritchie 10m on Gayle and 20 odd million on Alimiron. He spent money just because he sold a few players doesnt change that. If Bruce was to sell Saint Maximin his net spend would go down,HOF,PRFN,1
399,60c5d6bf5659ea5e55def476,So Called Termites ahead in Scientific research and development👍 🔥AAA Modi you have destroyed Indian scientific research from its foundation .. Really India in shamshan Enough is enough get lost #Resign_PM_Modi @rssurjewala @radhacharandas @Radhika_Khera https://t.co/P2ihzEVLSc,HOF,OFFN,1
4171,60c5d6bf5659ea5e55defb54,*spits tea* maybe YOU should work on homophobia in WHITE spaces. FUCK. https://t.co/cGN9EjsoQ0,HOF,PRFN,1
109,60c5d6bf5659ea5e55def2c6,pink pussy latte,HOF,PRFN,1
4962,60c5d6bf5659ea5e55def761,"Till now We have lost 2 bread earners in the family because of nt getting oxygen &amp; bed, 2 more battling for life without getting an ICU bed &amp; Medicines, itâ€™s a COVID Murder by the govt, they murdered. #ResignModi #Resign_PM_Modi youâ€™re an inefficient uneducated person killing ppl",HOF,OFFN,1
708,60c5d6bf5659ea5e55def62a,@sithshailar Imo DeSaad there is too creepy and not looking like someone who is planning on overthrowing everyone. Snyder’s design is a good mix of creepy and someone who looks like an asshole,HOF,PRFN,1
3547,60c5d6bf5659ea5e55def383,@andysixone Proper wanker,HOF,PRFN,1
511,60c5d6bf5659ea5e55def393,"@DamitaRiah Damn that’s hot as fuck, where do you live?",HOF,PRFN,1
2083,60c5d6bf5659ea5e55deff32,@BNightengale Son of a bitch.,HOF,PRFN,1
1962,60c5d6bf5659ea5e55deff9f,@Optus trying to call with my bloody wife but you're wifi is being a bitch optus on deez nuts,HOF,PRFN,1
5008,60c5d6bf5659ea5e55def9a6,Dear coworkers. If I donâ€™t fuck with you outside of work I could care less about what you did this weekend. Letâ€™s get this meeting started now. https://t.co/GcQUz5B1xl,HOF,PRFN,1
206,60c5d6bf5659ea5e55def24c,Baaah baaah motherfuckers.                   🐑 🐑 🐑  Stoked to be registered for my first jab!   #CovidVaccine #VaccineRegistration #VaccinesSaveLives #CanadaVaccineRollout https://t.co/HhBEZfyliz,HOF,PRFN,1
2025,60c5d6bf5659ea5e55deffe1,"LW deserves no respect nor trust nor dignity. They are the filthiest form of life, pathological violent who will use any tragedy/ conflict for their own intrest at a time when people are dying from chinease virus these worms exacerbated. Curses upon them! #BengalBurning https://t.co/v4BdVHGeYs",HOF,HATE,1
1926,60c5d6bf5659ea5e55defe21,3ndeir heyyy Part-time whore reporting for duty🤝🏾 https://t.co/YY1reQfucs,HOF,PRFN,1
339,60c5d6bf5659ea5e55def387,"@MahuaMoitra This is what they do lie,lie and lie endlessly. Shame on the bhakts who haven’t had the realisation yet #Resign_PM_Modi #ModiMadeDisaster",HOF,HATE,1
1862,60c5d6bf5659ea5e55defe6d,This is how you kill Americans.  Fox News brazenly escalating its cynical experimentation with #CovidVaccine misinformation...  ..just as community immunity slips from our grasp. https://t.co/bNIiDOBMTW,HOF,HATE,1
4292,60c5d6bf5659ea5e55defe5d,What is Happening Modi Ji ?? Hindus Are Being Killed Brutally !! And what The Fucking your Are Doing !!! Dear Hindus wake Up! Watch This -https://t.co/oEAv9PJkQL #BengalBurning #JagoModiJago #JagoHinduJago,HOF,OFFN,1
788,60c5d6bf5659ea5e55def6ca,"@RustyBUCKETS321 Bro why the fuck are there so many people who choose to genuinely get themselves pain over an issue that doesn't even involve them, if someone of the same sex fucks then why does it matter to them, they're not doing it sitting on his fucking head. Motherfucker fuck you!(to Yuri)",HOF,PRFN,1
110,60c5d6bf5659ea5e55def2c7,@BillGates Keep your fucking #ChineseVirus formula with you. Better insert it in your arsehole. We never asked for it. Now Fuck Out. https://t.co/GXGdPKsX6j,HOF,OFFN,1
692,60c5d6bf5659ea5e55def692,sadboi manipulative motherfucker y'all are disgusting,HOF,PRFN,1
4562,60c5d6bf5659ea5e55def5cd,Herbalism shop Torrevieja Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... Hey bloody mother f***** I'm not going to repeat this all night come to San Pascual 206 https://t.co/UCV9adjrMG,HOF,PRFN,1
3680,60c5d6bf5659ea5e55deffc0,"@quranandbibleb1 @AlFinlandi Stop begging for sympathy, Abdool donkey, you son of a mutâ€™ah. Now letâ€™s get back to the topic at hand, what exactly is your point with all this â€œspeakerâ€ business?",HOF,OFFN,1
4390,60c5d6bf5659ea5e55defe20,@ExSecular @narendramodi How Indiaâ€™s vaccine drive crumbled and left a country in chaos due to a incompetent govt led by a insensitive person. #Resign_PM_Modi https://t.co/bZG4PwbLQy,HOF,OFFN,1
2609,60c5d6bf5659ea5e55df02a0,Please mr. Modi resign you should resign you are incompetent and not able to run our country you have completely failed in all aspects. please resign for the betterment of Indian people. #ResignModi #ModiMadeDisaster #ModiHataoDeshBachao,HOF,OFFN,1
3971,60c5d6bf5659ea5e55def875,"#BengalBurning #Modi Who is preventing you from being Gopal Patha Ji? Cowards, stop displaying your fake consolation!!! There is only one thing you can do now, which is to wait for another Gopal Patha to appear and save you.",HOF,OFFN,1
3600,60c5d6bf5659ea5e55def5f4,@Dream Itâ€™s not pride month dick head letâ€™s celebrate this day for another reason to respect the people that put their lifeâ€™s on the line but hey you admitted to cheating so Iâ€™m guessing your only saying this to get some more people to support you,HOF,PRFN,1
4629,60c5d6bf5659ea5e55def856,There is no need such an election in India in which thousands are to be killed. Useless #ElectionResults2021 What is the benefit of creating a government that cannot save the lives of peoples in Corona Pandemic? Shame Assassin Modi. #ExitModi #ResignPMmodi @JVSinghINC https://t.co/9kj8OqHXpE,HOF,OFFN,1
5095,60c5d6bf5659ea5e55def11d,Herbalism shop Torrevieja Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/OKKcYKjOVV,HOF,PRFN,1
610,60c5d6bf5659ea5e55def615,should i... post my pussy perhaps?,HOF,PRFN,1
1885,60c5d6bf5659ea5e55defdda,This Pathetic @narendramodi and his Nincompoop Ministers are causing major embarrassments to Indians worldwide.  Excerpt: US Embassy Officials complained “no help coming in from the government” and added that they do not know whom to contact during emergencies.  Just #ResignModi. https://t.co/LinhURmMW4,HOF,OFFN,1
3176,60c5d6bf5659ea5e55df04c5,@Sivakis30408576 Idiot we are not behind your Supreme leader @narendramodi is behind us.. #ModiKaVaccineJumla #ModiResign  #ModiResignOrRepeal,HOF,OFFN,1
3456,60c5d6bf5659ea5e55def42b,"@mjpcuervo One extra fat bastard ordered ðŸ‘don't worry, there's no chance of bumping into me anywhere, let alone a stone circle - unless I've been kidnapped and it's a 'Wicker Man' type situation.",HOF,PRFN,1
2822,60c5d6bf5659ea5e55df039e,@iRaviTiwari I demand #ResignPMmodi  are you stand for people in India ? I'm against what ever is happening in Bengal I demand culprit should get punishment. I stand for all human beings 🙏 and against @PMOIndia  @narendramodi because he does not care about human lives in India 🙏 JAI MAHADEV,HOF,OFFN,1
3413,60c5d6bf5659ea5e55def41b,"@cervixen @WohYeahWohYeah How is demonizing trans people and their allies ""standing up for women's rights""? Go on, piss off.",HOF,PRFN,1
4541,60c5d6bf5659ea5e55def5ee,@chiIdeKisser and my dad is an asshole,HOF,PRFN,1
2708,60c5d6bf5659ea5e55df02a2,"For an unschooled , neiscent man who divided our society on the grounds of religious intolerance, the harsh truth has hit back harder . The PM has shown no intellect or competence in handling the pandemic or the country.   Education does matter.   #ModiKaVaccineJumla",HOF,OFFN,1
2128,60c5d6bf5659ea5e55deff82,@globaltimesnews We are  suffering due to #WuhanVirus. Shame on #China .,HOF,HATE,1
3736,60c5d6bf5659ea5e55deffaf,"@petermauriceuk @Garymcb73 @henrywinter ALL! That says it all about you and twitter, should have a warning against your account for talking absolutely bollocks..... ALL ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",HOF,PRFN,1
4085,60c5d6bf5659ea5e55defb5e,whore isnâ€™t even an insult at this point idk why men use it. like how am i gonna be offended by a word that men brainlessly use against virgins it has no meaning,HOF,HATE,1
3149,60c5d6bf5659ea5e55df046f,"@free_thinker @narendramodi @AmitShah @BJP4India @BJP4India needs to go, period. This idea of having someone else from the same party who is lesser evil will never work. The people lower down the ladder are even more venomous, e.g. @myogiadityanath.  #Tru",HOF,OFFN,1
2554,60c5d6bf5659ea5e55df02f6,What the **** is happening in our country in this pandemic situation .. we are getting help from foreign countries and our country is doing shits like this?  #ResignModi  @BBCWorld  @AlJazeera https://t.co/Ls3sUq9uXq,HOF,PRFN,1
1977,60c5d6bf5659ea5e55deff5f,Suck his dick at home call that house head,HOF,PRFN,1
719,60c5d6bf5659ea5e55def56a,jesus!!! fuck shit!!! son of a fucking bitch i am at my limit!!!!! holy shit!!!!,HOF,PRFN,1
2208,60c5d6bf5659ea5e55df0009,If I had a trapper i b out here hitting mfs just cause they piss me off,HOF,PRFN,1
4220,60c5d6bf5659ea5e55defb82,Stop spreading negative information..... Is there anything positive to share? Jhumle sunane ki jagah kuch kaam kiya hota toh aaj ye haal na hota . Aur ye sab bhakt kaha hai? #ModiMustResign #ModiKaVaccineJumla #AatmanirbharBharat,HOF,HATE,1
886,60c5d6bf5659ea5e55def686,@cjones3066 @EvertonNewsFeed @ellarguero Does it matter you wanker it’s shut you lot up hasn’t it 😂😂😂😂😂,HOF,PRFN,1
320,60c5d6bf5659ea5e55def320,What’s the fucking point of receiving international aid if all of it is just going to sit at customs for weeks? #ResignModi,HOF,PRFN,1
115,60c5d6bf5659ea5e55def13a,fuck off it’s hot girl summer. we gonna be peng whores making memories :) https://t.co/NdIWijkh1U,HOF,PRFN,1
2114,60c5d6bf5659ea5e55df0063,This is pendemic now. Nd BJP cowards nd lier leaders r giving statements that everything is alright. shame on u #NarendraModi #YogiAdityanath nd whole #BJP .. #ResignPMmodi #ModiResign #ModiKaVaccineJumla #ModiFailsIndia #ModiHataoDeshBachao #FarmersProstest https://t.co/FONqgyB7PC,HOF,HATE,1
2955,60c5d6bf5659ea5e55df01a4,"Stop conflating anti-Zionism as anything BUT anti-Zionism challenge 2021. Oh look, Eve Fartlow's already failed. Same with every shitbag Zionist standing by her.",HOF,OFFN,1
3466,60c5d6bf5659ea5e55def2ee,I would of said fuck off if they approached MY gay boat ðŸ–•ðŸ˜‚ https://t.co/Z4dAIreeJA,HOF,PRFN,1
2138,60c5d6bf5659ea5e55df0057,We'll never even get to boo the stroke-eyed arl cunt either.,HOF,PRFN,1
4105,60c5d6bf5659ea5e55defb85,My mom was born during pride month. Sheâ€™s the reason Iâ€™m gay.. damn. My therapist is gonna have a field day with this one https://t.co/d58glaiOgT,HOF,PRFN,1
4748,60c5d6bf5659ea5e55def8e6,@drharshvardhan @PMOIndia @MoHFW_INDIA @narendramodi @BJP4India @JPNadda @AmitShah @AyushmanNHA @moayush @PIB_India @PIBHindi This is a press release.. where is the BOM? Who do u think u r making fool off? Where is this week's allotment on vaccines for st,HOF,OFFN,1
3726,60c5d6bf5659ea5e55defeb6,@_H0RIMIYA yes ðŸ™ ass fat coochie popped titties sitting and dick hard! thats my king!,HOF,PRFN,1
4082,60c5d6bf5659ea5e55defb26,@MrAncelotti @realmadrid Bloody hell Carlo let the Everton fans grieve for a day shiiiiitâ€¦this man is ruthless ðŸ˜‚,HOF,PRFN,1
2113,60c5d6bf5659ea5e55df0047,"We pay taxes on time to get the services on time, but this idiot spent it on making statue and doing ads.  Dear Mr. Politician behave yourself, Indian youth is watching you. #ExitModi #ModiDisasterForIndia #Resign_PM_Modi  #ModiSarkarHiSystemHai @PMOIndia @BJP4India https://t.co/L8fv6ptQJ6",HOF,OFFN,1
2470,60c5d6bf5659ea5e55df00d6,Herbalism shop Torrevieja  Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/pW4X8shW4e,HOF,PRFN,1
4240,60c5d6bf5659ea5e55defbad,"#NowPlaying ""Got Your Money (feat. Kelis)"" by Ol' Dirty Bastard, Kelis on @TIDAL https://t.co/DB7R8AO5fc",HOF,OFFN,1
2757,60c5d6bf5659ea5e55df0405,just putting this out there before i hit 1k:  im a sex pest freak psycho a real son of a bitch,HOF,PRFN,1
2054,60c5d6bf5659ea5e55defecf,Ancelotti is a fucking rat!! Hope his flight goes down the cunt,HOF,PRFN,1
2826,60c5d6bf5659ea5e55df043a,"@Negative_Z3r0 @JohnHawkwood62 @PMDawnStan @HanginDong yeah, you don't need anymore trauma, your asshole needs a rest  break in the old man instead (sorry john)",HOF,OFFN,1
1964,60c5d6bf5659ea5e55deffdf,"Delhi is running out of oxygen &amp; Centre moves to HC to recall it's order on oxygen supply, This is Crime Against Humanity!!  Such dirty vengeful politics!!  #Resign_PM_Modi #ConvictModi https://t.co/nlzQ226RNX",HOF,HATE,1
3275,60c5d6bf5659ea5e55def2ba,Mum just blaming my suicidal thoughts on me drinking energy drinks. Bloody hell.,HOF,PRFN,1
3845,60c5d6bf5659ea5e55df017b,"Shame on Modi, Yogi &amp; Teerath Ravat for organising""Kumbh"" at Charminar! All 3 responsible for this should resign immediately! #ResignModi https://t.co/DuYVAO4nr7",HOF,OFFN,1
4214,60c5d6bf5659ea5e55defb27,"@aajtak What the centre is doing?? Lal Quila case and now this all rubbish Bengal incident. Do you have some sort of power not? Or you are there just to sit and relax, let the people be killed #shameful #BengalBurning",HOF,HATE,1
3181,60c5d6bf5659ea5e55df028b,"Shame on all the #Bollywood people for the ""tolerance"" they are showing for #BengalBurning by not feeling scared of living in this country.. @aamir_khan would you like to shift to west Bengal with your wife &amp; children? How about tweeting on ""intolerance"" @Javedakhtarjadu or you",HOF,HATE,1
2333,60c5d6bf5659ea5e55df01a8,This is the only fucking thing they are worried about.  #NarendraModi is a disaster. #Resign_PM_Modi #ResignModi https://t.co/eSC0ByY106,HOF,PRFN,1
4294,60c5d6bf5659ea5e55defcf1,@azzizat_lucy Ur Mom is my bloody bitch you must ask her,HOF,OFFN,1
3527,60c5d6bf5659ea5e55def2eb,@faisalf1f8 @Aljohani18M Attention whore,HOF,PRFN,1
24,60c5d6bf5659ea5e55def19a,@narendramodi  what kind of Prime Minister are you ??  Can't you see people dying ? That too not because of corona but because of AIR ???  I request you to please get your shits together stop using twitter and either solve the problems or just resign. #ResignPMmodi #ResignModi https://t.co/a0Wjrd3EEE,HOF,OFFN,1
2035,60c5d6bf5659ea5e55deff17,The reality of #COVID19 in #IndiaCovidCrisis where #BjpDestroyedIndia and #UttarPradesh people are dying every hour. Who’s responsible? Have some Shame 🤦‍♀️🤦‍♀️ Each BJP worked who is supporting pro-govt #fakenews is responsible for deaths today. https://t.co/jyWEBRpUUZ,HOF,HATE,1
4710,60c5d6bf5659ea5e55def954,"â€”stabilize this relationship. Itâ€™s just â€” him dealing with the fact that ð™žð™› he does this, he loses all chances with Shao Kahn. Or, really, the one singular chance he was given recently. âLove is a pile â€˜o piss in the dirt, ainâ€™t it? I go â€˜n try for weeks tâ€™ shag yourâ€”",HOF,PRFN,1
2786,60c5d6bf5659ea5e55df04e6,@piersmorgan is still a monumental wanker....of that there is no doubt. https://t.co/rIunEnmoCE,HOF,PRFN,1
823,60c5d6bf5659ea5e55def532,"@zoo_bear @Tejasvi_Surya Shame on you BJP ! Depriving frontline workers of their livelihood , depriving infected people of care !   INDIANS WAKE UP ! #Resign_PM_Modi",HOF,HATE,1
1994,60c5d6bf5659ea5e55defecb,Where is that sorryass joker who said chanting Karuna Go. Go Karuna would eradicate #CoronavirusPandemic in India?? 🥲🤣#ExitModi #ResignPMmodi #AndhBhakt #BjpDestroyedIndia,HOF,OFFN,1
4769,60c5d6bf5659ea5e55def73f,"Attention #nffc #nffcfamily we have yet another wanker in our ranks, gone private now, but future reference. https://t.co/cfdKJKVF25",HOF,PRFN,1
1117,60c5d6bf5659ea5e55def755,"Fucker, you don’t think I see what you’re doing right now? You think you’re fucking helping me? I know you’re using me. Let me help you use me. Okay?",HOF,PRFN,1
799,60c5d6bf5659ea5e55def642,"#IndiaCovidCrisis #OxygenCrisis  No one gives a flying fuck about ""Protocols"" during pandemic emergency. #ResignModi https://t.co/GSWkAR52Aq",HOF,PRFN,1
2487,60c5d6bf5659ea5e55df01a5,MAYA YOU LITTLE SHIT,HOF,PRFN,1
155,60c5d6bf5659ea5e55def1b4,@taeapoIogist i will in me bollocks,HOF,PRFN,1
4450,60c5d6bf5659ea5e55defcbe,"@HarshidDesai1 The rapist and bastards who raped this little and minor Hindu girl is yet to be jailed and they r roaming free , whr is SC and Central Govt ? #BengalViolence #BengalBurning https://t.co/qo5Du5Umgz",HOF,HATE,1
3800,60c5d6bf5659ea5e55df017f,#IndiaNeedsOxygen &amp; #SFJ Group Offers it on Rs.5000/ To #COVID19India Patients But #ModiMadeDisaster By Blocking the site #COVIDSecondWaveInIndia #ResignModi Such a shame!! @nabilajamal_ @Ashi_IndiaToday @AbshkMishra @ShivendraAajTak @BSIndia5 https://t.co/Es5pvcjDOF,HOF,HATE,1
546,60c5d6bf5659ea5e55def397,@DebyDebydoo Your husbands tongue will never come close... I’m sorry. This is an earthquake for your pussy.,HOF,PRFN,1
3777,60c5d6bf5659ea5e55df018a,"â€œMany angry citizens of the region, in the northern state of Uttar Pradesh, are now asking where their MP, Narendra Modi, India's PM, is in their hour of need.â€ Anger rises as coronavirus rages in Modi's constituency. #ModiFailsIndia #ResignModi https://t.co/W2HQqag9H3",HOF,HATE,1
4820,60c5d6bf5659ea5e55def97f,Roaming around aimlessly while his people are dying. And all paid media follow him. What a shame for having such a leader in this 21st century. #ModiResign #ResignPMmodi https://t.co/4P44slqBxa #IStandWithModi,HOF,HATE,1
667,60c5d6bf5659ea5e55def508,Shame on bjp IT cell and bhaqts Is this How steep 1 has to go for politics Disgusting #shameonbjp  #ResignModi  #ModiHaiTohMumkinHai  #ModiHataoDeshBachao https://t.co/zBYJNXb306,HOF,HATE,1
3608,60c5d6bf5659ea5e55def5c7,"@SwetaVijaykumar The most recent federal government policy to make it a crime to return home really is going too far. We should be helping and showing some #compassion, not just start blocking people from entering. ðŸ˜‘ The situation there is heartbreakin",HOF,HATE,1
3618,60c5d6bf5659ea5e55defffe,@Facebook @facebookapp @instagram @messenger @WhatsApp how am I supposed to do that when you banned me for fighting #Islamophobia ( and accused me of TERRORISM) for stating basic facts about Asian history? #APAHM #FacebookIsIslamophobic https://t.co/Se8E9,HOF,HATE,1
2447,60c5d6bf5659ea5e55df0275,"@JackalHNolvoid Get his hands on the sleazy moth, He might have been a Pimp, but in no way was he a slut or easy-to-get.  He held his own priority high and knew his worth,                 “ Offer me something better, baby—~ “  ⠀",HOF,OFFN,1
1956,60c5d6bf5659ea5e55deff01,@imheavven @brittanya187187 I’d fuck you in a rusted out 1969 Ford Pinto,HOF,PRFN,1
5105,60c5d6bf5659ea5e55def2bc,@Actor_Siddharth They have been loosing election before you were even born and there was never violence. They lost in Kerala but no violence. They lost in Tamilnadu but no violence. Are you out of your mind. I thought you have some brains but I was wrong,HOF,OFFN,1
3887,60c5d6bf5659ea5e55df024a,"So @smitaprakash officially accepted that she doesn't give a fuck about the people of Bengal who are dying everyday. Just because they support BJP, there lives hold no importance for her. Such a shameless and disgusting woman . #BengalBurning https://t.co/9HbRpytJRN",HOF,HATE,1
4052,60c5d6bf5659ea5e55defc33,@Ratnamurlidhar2 @Kaliyugamaya @jdhankhar1 @WBPolice @narendramodi @BJP4India When will you stop mixing religion with politics? I feku promised temples and statues is ruling from Delhi. That is why people doesn't have jobs and good medical treatment. We w,HOF,HATE,1
3623,60c5d6bf5659ea5e55deff51,Done letting shit get to me .. If thatâ€™s what u on we on that,HOF,PRFN,1
3565,60c5d6bf5659ea5e55def617,@apatheticsenpai damn ill check it out,HOF,PRFN,1
